,Kümbet yaylası - Giresun_temp,Kümbet yaylası - Giresun_prcp,Kümbet yaylası - Giresun_snow,Kümbet yaylası - Giresun_rain,Kümbet yaylası - Giresun_tmin,Kümbet yaylası - Giresun_tmax,Kümbet yaylası - Giresun_wspd,Kümbet yaylası - Giresun_rhum
2023-08-19,15.85,0.24,0.0,0.24,11.98,19.58,9.08,74.91
2023-08-20,15.35,0.28,0.0,0.28,10.88,19.45,8.64,74.63
2023-08-21,15.62,0.47,0.0,0.47,11.79,19.18,9.21,77.57
2023-08-22,16.84,0.88,0.0,0.88,12.25,20.57,9.32,76.03
2023-08-23,16.59,0.13,0.0,0.13,11.49,20.09,9.0,72.96
2023-08-24,15.92,1.08,0.0,1.08,11.25,18.72,10.4,71.8
2023-08-25,14.97,0.15,0.0,0.15,11.84,17.89,14.84,69.46
2023-08-26,14.85,0.0,0.0,0.0,9.12,18.29,11.62,66.06
2023-08-27,15.56,0.17,0.0,0.17,9.44,19.61,9.83,68.84
2023-08-28,15.38,0.34,0.0,0.34,11.93,18.64,10.32,72.65
2023-08-29,15.2,1.81,0.0,1.81,12.08,18.68,18.23,73.69
2023-08-30,17.11,0.0,0.0,0.0,10.91,21.14,12.42,69.66
2023-08-31,17.75,0.0,0.0,0.0,11.89,22.67,7.72,67.39
2023-09-01,17.09,0.11,0.0,0.11,12.41,20.04,11.2,67.12
2023-09-02,16.97,2.62,0.0,2.62,13.1,21.19,12.58,80.68
2023-09-03,14.91,3.46,0.0,3.46,12.59,17.68,18.6,81.06
2023-09-04,15.08,0.86,0.0,0.86,11.64,18.61,14.57,77.05
2023-09-05,16.06,0.17,0.0,0.17,9.89,19.44,9.04,72.78
2023-09-06,15.56,6.78,0.0,6.78,12.68,18.64,8.57,79.73
2023-09-07,15.11,2.8,0.0,2.8,12.17,18.61,17.39,79.99
2023-09-08,13.97,0.22,0.0,0.22,11.1,16.79,17.26,69.71
2023-09-09,12.26,0.0,0.0,0.0,9.12,15.17,19.68,65.8
2023-09-10,10.19,1.0,0.0,1.0,6.87,13.39,13.49,68.54
2023-09-11,9.33,0.0,0.0,0.0,5.34,12.68,12.29,65.58
2023-09-12,9.97,0.2,0.0,0.2,5.54,13.34,15.42,67.75
2023-09-13,9.72,0.13,0.0,0.13,5.45,13.51,12.78,67.64
2023-09-14,9.67,0.04,0.0,0.04,4.28,13.78,10.68,67.64
2023-09-15,11.12,0.0,0.0,0.0,5.37,14.98,8.62,70.52
2023-09-16,11.41,0.3,0.0,0.3,7.91,14.4,9.91,73.08
2023-09-17,10.72,0.97,0.0,0.97,8.04,14.08,16.32,73.96
2023-09-18,9.71,0.06,0.0,0.06,6.51,13.4,13.84,69.02
2023-09-19,10.02,0.0,0.0,0.0,5.0,14.47,8.58,69.36
2023-09-20,11.78,0.14,0.0,0.14,8.3,15.32,11.95,69.65
2023-09-21,11.69,0.26,0.0,0.26,8.54,15.02,8.75,72.78
2023-09-22,11.82,0.0,0.0,0.0,7.87,16.1,7.77,71.35
2023-09-23,12.04,0.08,0.0,0.08,8.79,15.78,7.0,74.01
2023-09-24,11.67,0.0,0.0,0.0,8.79,15.69,7.29,72.14
2023-09-25,11.33,0.09,0.0,0.09,8.86,14.9,8.28,76.84
2023-09-26,10.91,0.07,0.0,0.07,7.27,14.77,7.73,74.09
2023-09-27,12.02,0.15,0.0,0.15,8.31,16.32,8.12,71.43
2023-09-28,12.58,0.0,0.0,0.0,9.17,16.75,9.31,68.96
2023-09-29,11.84,0.15,0.0,0.15,8.21,15.33,7.97,71.56
2023-09-30,11.47,0.21,0.0,0.21,8.02,15.0,7.9,72.29
2023-10-01,10.87,7.95,0.0,7.95,8.07,14.59,8.71,78.99
2023-10-02,9.25,41.2,0.0,41.2,7.53,10.97,19.96,86.17
2023-10-03,8.1,9.32,0.0,9.32,6.45,9.85,21.53,80.39
2023-10-04,7.59,0.45,0.0,0.45,5.41,10.12,13.74,72.47
2023-10-05,9.01,0.02,0.0,0.02,4.89,13.17,10.57,71.84
2023-10-06,8.46,0.0,0.0,0.0,3.06,12.89,8.67,73.69
2023-10-07,8.11,0.24,0.0,0.24,3.52,11.47,9.49,72.94
2023-10-08,9.57,0.0,0.0,0.0,2.86,14.73,11.13,62.73
2023-10-09,6.88,11.95,0.0,11.95,3.45,13.37,15.99,71.33
2023-10-10,6.17,0.0,0.0,0.0,2.21,8.97,7.44,73.85
2023-10-11,5.28,5.16,0.0,5.16,1.97,8.29,13.21,78.29
2023-10-12,6.45,4.41,0.0,4.41,2.84,9.91,10.9,71.36
2023-10-13,6.87,0.0,0.0,0.0,0.71,12.12,9.22,69.23
2023-10-14,6.81,0.0,0.0,0.0,0.62,11.62,11.02,66.22
2023-10-15,8.69,0.0,0.0,0.0,2.06,12.59,9.06,65.4
2023-10-16,8.3,2.48,0.0,2.48,5.54,11.5,9.64,77.61
2023-10-17,4.58,11.27,0.0,11.27,2.36,7.2,13.77,77.9
2023-10-18,4.64,5.47,0.0,5.47,1.71,7.49,11.62,74.78
2023-10-19,4.28,21.53,0.0,21.53,1.4,6.25,12.47,85.37
2023-10-20,5.63,0.0,0.0,0.0,0.66,10.94,10.51,74.41
2023-10-21,9.04,0.0,0.0,0.0,4.19,14.57,11.24,64.44
2023-10-22,9.25,0.0,0.0,0.0,5.19,15.01,7.67,64.11
2023-10-23,9.04,0.38,0.0,0.38,5.03,14.13,7.48,69.46
2023-10-24,9.14,0.11,0.0,0.11,4.73,14.12,8.0,72.57
2023-10-25,9.45,0.0,0.0,0.0,3.86,14.9,10.89,73.62
2023-10-26,12.04,0.0,0.0,0.0,7.67,15.81,13.27,61.5
2023-10-27,12.46,0.0,0.0,0.0,8.14,16.94,17.97,61.35
2023-10-28,13.37,0.0,0.0,0.0,7.64,17.19,17.48,55.52
2023-10-29,9.76,0.0,0.0,0.0,5.18,13.44,8.55,73.2
2023-10-30,8.71,0.0,0.0,0.0,4.79,12.1,7.4,77.78
2023-10-31,8.92,0.0,0.0,0.0,4.16,12.68,8.39,71.89
2023-11-01,10.49,0.0,0.0,0.0,5.73,17.21,12.21,64.18
2023-11-02,9.67,0.11,0.0,0.11,5.92,13.13,12.11,72.47
2023-11-03,9.24,1.99,0.0,1.99,4.98,12.56,14.89,71.58
2023-11-04,9.01,0.33,0.0,0.33,3.8,13.36,12.64,70.56
2023-11-05,10.41,0.0,0.0,0.0,6.07,17.22,15.19,64.04
2023-11-06,9.56,1.4,0.0,1.4,5.78,14.66,16.47,66.6
2023-11-07,8.26,0.74,0.0,0.74,4.53,11.71,8.7,70.28
2023-11-08,6.43,0.0,0.0,0.0,0.92,11.23,10.38,60.04
2023-11-09,7.32,10.84,0.0,10.84,3.18,11.86,16.36,65.88
2023-11-10,4.79,8.04,0.0,8.04,2.0,7.38,12.54,80.98
2023-11-11,7.9,0.0,0.0,0.0,1.36,13.78,12.86,68.07
2023-11-12,11.79,0.0,0.0,0.0,5.34,16.7,23.64,54.26
2023-11-13,7.91,0.0,0.0,0.0,4.63,10.01,14.86,76.34
2023-11-14,5.78,14.48,0.0,14.48,1.44,10.59,16.89,79.61
2023-11-15,5.86,12.74,0.0,12.74,1.29,9.82,10.14,79.25
2023-11-16,6.28,6.72,0.0,6.72,2.87,9.87,18.95,75.46
2023-11-17,3.14,21.3,0.0,21.3,1.12,5.89,16.24,74.2
2023-11-18,5.45,0.0,0.0,0.0,-0.48,9.29,16.68,62.98
2023-11-19,4.85,8.66,0.0,8.66,1.73,8.8,21.9,79.24
2023-11-20,0.38,8.18,8.18,0.0,-2.72,2.51,20.62,76.2
2023-11-21,0.23,2.65,2.65,0.0,-2.54,2.38,15.98,80.68
2023-11-22,3.64,0.24,0.0,0.24,-1.83,7.68,18.78,57.19
2023-11-23,2.82,2.85,0.0,2.85,-0.61,6.08,18.96,71.97
2023-11-24,4.44,0.7,0.0,0.7,0.09,8.99,12.73,78.19
2023-11-25,10.08,0.17,0.0,0.17,5.48,11.88,23.75,58.13
2023-11-26,8.97,14.08,0.0,14.08,2.34,13.73,34.93,57.72
2023-11-27,-1.66,28.36,28.36,0.0,-6.91,1.21,12.93,81.66
2023-11-28,-3.14,0.18,0.18,0.0,-6.48,0.5,15.72,57.91
2023-11-29,2.96,0.26,0.0,0.26,-3.98,6.78,22.54,45.87
2023-11-30,3.6,1.41,0.0,1.41,-0.41,6.14,17.9,64.72
2023-12-01,4.03,0.0,0.0,0.0,-1.68,9.2,15.26,65.87
2023-12-02,5.48,0.0,0.0,0.0,1.28,10.3,16.09,60.44
2023-12-03,5.54,0.0,0.0,0.0,1.85,10.14,13.35,59.11
2023-12-04,3.71,0.0,0.0,0.0,1.17,7.82,13.58,60.41
2023-12-05,1.78,4.51,4.51,0.0,-0.0,3.85,14.27,85.58
2023-12-06,1.13,3.28,3.28,0.0,-0.53,2.25,7.38,90.46
2023-12-07,1.88,0.0,0.0,0.0,-0.94,4.66,10.36,81.46
2023-12-08,3.9,0.22,0.0,0.22,1.68,6.56,11.43,72.68
2023-12-09,3.2,2.92,0.0,2.92,1.86,5.21,10.9,83.39
2023-12-10,2.5,0.74,0.0,0.74,-0.57,4.68,13.25,79.31
2023-12-11,1.05,0.04,0.04,0.0,-1.91,3.55,8.3,80.16
2023-12-12,1.99,1.9,1.9,0.0,-0.61,3.95,9.31,85.28
2023-12-13,0.48,9.29,9.29,0.0,-1.95,1.8,11.52,88.0
2023-12-14,0.34,0.72,0.72,0.0,-2.9,3.79,10.78,71.35
2023-12-15,3.66,0.0,0.0,0.0,-0.16,8.56,12.22,64.53
2023-12-16,1.58,2.37,2.37,0.0,-0.76,4.21,13.13,77.71
2023-12-17,-3.52,14.57,14.57,0.0,-5.32,-1.4,21.38,86.17
2023-12-18,-3.43,1.84,1.84,0.0,-6.29,-0.84,7.04,67.6
2023-12-19,-2.27,0.03,0.03,0.0,-4.92,0.8,6.82,66.02
2023-12-20,-1.17,0.28,0.28,0.0,-4.34,2.91,11.24,68.4
2023-12-21,2.01,0.17,0.0,0.17,-2.21,6.12,16.38,58.89
2023-12-22,2.07,0.19,0.0,0.19,-0.19,4.29,15.66,61.96
2023-12-23,0.2,9.12,9.12,0.0,-3.01,3.33,20.93,71.05
2023-12-24,-4.64,16.4,16.4,0.0,-8.98,-1.08,21.71,83.45
2023-12-25,-0.72,2.3,2.3,0.0,-6.83,4.25,16.57,71.08
2023-12-26,3.2,0.05,0.0,0.05,-0.48,7.8,16.29,63.33
2023-12-27,2.5,0.0,0.0,0.0,-0.75,6.72,13.73,66.35
2023-12-28,0.73,1.16,1.16,0.0,-2.94,3.21,14.51,81.45
2023-12-29,-1.48,0.0,0.0,0.0,-5.9,3.27,9.38,65.3
2023-12-30,-0.61,0.0,0.0,0.0,-4.68,4.25,8.65,58.06
2023-12-31,0.88,0.0,0.0,0.0,-3.0,4.91,8.38,60.69
2024-01-01,-0.43,0.0,0.0,0.0,-4.63,3.67,10.15,65.59
2024-01-02,1.64,1.17,1.17,0.0,-1.9,4.87,13.44,63.01
2024-01-03,0.58,8.49,8.49,0.0,-1.1,2.17,11.77,84.83
2024-01-04,2.07,3.26,0.0,3.26,0.1,4.68,13.42,80.88
2024-01-05,0.59,14.27,14.27,0.0,-2.2,2.77,16.63,83.69
2024-01-06,-1.05,2.33,2.33,0.0,-3.87,2.54,14.9,68.63
2024-01-07,2.31,0.0,0.0,0.0,-2.54,6.05,18.34,49.46
2024-01-08,5.25,5.18,0.0,5.18,0.32,8.35,26.25,58.91
2024-01-09,1.18,14.97,14.97,0.0,-2.04,2.99,12.24,88.3
2024-01-10,-2.16,5.85,5.85,0.0,-4.48,-0.34,17.83,88.23
2024-01-11,-3.76,0.13,0.13,0.0,-5.59,-2.4,8.76,80.22
2024-01-12,-4.22,2.72,2.72,0.0,-6.34,-1.93,11.46,81.12
2024-01-13,-7.42,12.12,12.12,0.0,-10.17,-4.99,17.2,83.77
2024-01-14,-7.92,0.32,0.32,0.0,-11.21,-4.84,11.96,68.88
2024-01-15,-3.51,0.0,0.0,0.0,-9.46,1.36,15.26,58.19
2024-01-16,2.93,1.93,0.0,1.93,-0.38,5.85,22.02,59.17
2024-01-17,-1.4,9.47,9.47,0.0,-3.38,0.72,11.91,85.98
2024-01-18,-0.79,0.0,0.0,0.0,-4.71,3.19,13.61,73.51
2024-01-19,3.2,0.23,0.0,0.23,-0.96,6.19,22.41,57.37
2024-01-20,3.51,0.25,0.0,0.25,0.87,6.85,17.53,64.94
2024-01-21,-1.92,15.11,15.11,0.0,-6.01,3.14,24.39,89.52
2024-01-22,-6.18,6.33,6.33,0.0,-7.34,-4.85,15.93,80.55
2024-01-23,-7.45,0.19,0.19,0.0,-10.62,-5.01,8.36,79.27
2024-01-24,-6.28,0.56,0.56,0.0,-9.22,-3.92,8.6,74.59
2024-01-25,-6.97,0.0,0.0,0.0,-10.82,-2.99,10.42,64.52
2024-01-26,-4.71,1.12,1.12,0.0,-7.75,-1.35,8.22,71.28
2024-01-27,-5.39,12.81,12.81,0.0,-7.17,-3.49,22.08,84.78
2024-01-28,-7.07,0.39,0.39,0.0,-10.64,-3.46,9.11,74.5
2024-01-29,-6.2,7.7,7.7,0.0,-8.44,-2.98,14.68,75.54
2024-01-30,-5.98,0.33,0.33,0.0,-8.83,-3.28,8.97,72.86
2024-01-31,-5.04,0.17,0.17,0.0,-8.44,-0.89,8.34,66.53
2024-02-01,-5.15,0.0,0.0,0.0,-8.57,-2.92,7.9,70.07
2024-02-02,-4.45,0.0,0.0,0.0,-8.18,-1.2,7.43,69.63
2024-02-03,-3.9,1.86,1.86,0.0,-6.7,-2.31,11.19,77.04
2024-02-04,-2.75,0.0,0.0,0.0,-6.49,0.28,10.03,72.14
2024-02-05,-0.53,0.13,0.13,0.0,-3.94,2.8,13.25,65.96
2024-02-06,0.26,7.51,7.51,0.0,-2.4,2.46,19.5,75.89
2024-02-07,2.38,1.1,0.0,1.1,-2.71,7.99,15.79,63.92
2024-02-08,4.05,0.0,0.0,0.0,0.86,7.14,17.58,61.05
2024-02-09,4.08,0.0,0.0,0.0,-0.01,7.96,15.61,66.52
2024-02-10,3.85,0.0,0.0,0.0,-0.89,7.99,18.35,59.43
2024-02-11,4.27,0.0,0.0,0.0,0.08,8.35,18.04,58.26
2024-02-12,5.13,0.0,0.0,0.0,0.43,9.45,17.25,51.95
2024-02-13,6.08,0.0,0.0,0.0,1.68,8.68,16.36,50.78
2024-02-14,3.13,0.7,0.0,0.7,-1.25,6.57,13.92,74.58
2024-02-15,-0.05,3.75,3.75,0.0,-2.2,1.59,8.07,89.02
2024-02-16,0.36,0.98,0.98,0.0,-2.17,2.36,6.81,87.32
2024-02-17,-0.95,5.89,5.89,0.0,-1.66,-0.13,12.99,91.74
2024-02-18,-1.88,1.6,1.6,0.0,-2.83,-0.84,15.79,86.43
2024-02-19,-2.36,0.34,0.34,0.0,-3.86,-0.79,7.98,84.69
2024-02-20,-2.27,0.13,0.13,0.0,-4.95,-0.23,6.96,83.44
2024-02-21,-1.02,0.17,0.17,0.0,-4.31,2.32,10.76,79.92
2024-02-22,-2.31,8.41,8.41,0.0,-5.6,0.35,11.18,82.41
2024-02-23,-1.9,1.64,1.64,0.0,-5.48,1.76,9.04,77.76
2024-02-24,-0.93,0.0,0.0,0.0,-5.95,3.45,8.99,65.65
2024-02-25,-1.05,0.0,0.0,0.0,-6.03,3.33,8.6,64.35
2024-02-26,-0.51,0.0,0.0,0.0,-6.21,4.61,16.12,55.0
2024-02-27,0.94,0.0,0.0,0.0,-5.0,5.07,13.01,47.27
2024-02-28,-1.28,0.0,0.0,0.0,-6.72,3.14,8.13,60.51
2024-02-29,-0.82,0.0,0.0,0.0,-7.07,4.24,8.39,60.31
2024-03-01,-0.29,0.0,0.0,0.0,-6.21,3.97,8.38,60.97
2024-03-02,1.47,0.0,0.0,0.0,-3.87,5.31,11.25,62.19
2024-03-03,0.95,0.07,0.07,0.0,-2.23,3.53,8.5,78.42
2024-03-04,0.29,0.09,0.09,0.0,-2.13,2.53,7.1,86.11
2024-03-05,1.18,0.0,0.0,0.0,-4.22,4.48,10.69,76.47
2024-03-06,2.22,5.83,0.0,5.83,-1.48,6.26,16.75,74.0
2024-03-07,-0.77,4.42,4.42,0.0,-2.11,0.74,16.84,83.79
2024-03-08,-0.97,0.3,0.3,0.0,-4.24,1.17,9.72,81.25
2024-03-09,-2.1,8.81,8.81,0.0,-4.8,0.09,11.14,82.43
2024-03-10,-2.93,0.76,0.76,0.0,-5.81,-0.75,7.41,80.85
2024-03-11,-1.32,0.0,0.0,0.0,-6.5,3.01,9.73,67.93
2024-03-12,1.1,0.0,0.0,0.0,-5.33,5.42,11.39,64.78
2024-03-13,5.57,0.0,0.0,0.0,0.17,10.65,17.13,55.79
2024-03-14,1.79,1.75,1.75,0.0,-1.46,4.5,13.66,74.65
2024-03-15,0.22,6.5,6.5,0.0,-2.06,2.34,8.33,88.18
2024-03-16,0.16,4.46,4.46,0.0,-1.52,2.21,9.22,89.51
2024-03-17,0.13,2.2,2.2,0.0,-2.47,2.1,9.33,85.2
2024-03-18,-0.07,3.64,3.64,0.0,-3.44,2.23,9.23,86.81
2024-03-19,-1.3,7.61,7.61,0.0,-2.62,-0.45,11.98,89.29
2024-03-20,-0.19,0.15,0.15,0.0,-3.21,2.12,6.67,77.73
2024-03-21,-1.5,6.69,6.69,0.0,-4.31,0.58,11.85,86.34
2024-03-22,-3.86,13.18,13.18,0.0,-5.04,-2.34,13.57,87.93
2024-03-23,-3.17,3.01,3.01,0.0,-7.36,-0.14,10.11,77.81
2024-03-24,-2.0,0.0,0.0,0.0,-6.28,1.39,12.72,75.25
2024-03-25,1.48,0.0,0.0,0.0,-5.15,5.75,15.82,62.25
2024-03-26,-0.3,12.56,12.56,0.0,-3.32,4.39,19.13,70.55
2024-03-27,-2.25,0.0,0.0,0.0,-7.48,2.18,12.76,68.06
2024-03-28,2.8,0.0,0.0,0.0,-1.35,6.99,11.7,75.74
2024-03-29,4.04,1.93,0.0,1.93,0.97,7.8,15.07,73.46
2024-03-30,4.3,0.0,0.0,0.0,0.53,8.54,10.99,69.87
2024-03-31,4.7,0.0,0.0,0.0,-0.39,9.41,9.12,65.62
2024-04-01,5.72,0.0,0.0,0.0,1.09,10.25,7.68,66.78
2024-04-02,7.05,0.0,0.0,0.0,1.23,12.28,9.19,59.62
2024-04-03,7.71,0.0,0.0,0.0,2.24,14.61,19.8,58.69
2024-04-04,4.87,0.0,0.0,0.0,-0.65,8.39,11.31,71.27
2024-04-05,1.76,4.56,4.56,0.0,-0.69,4.55,11.68,83.2
2024-04-06,0.73,0.0,0.0,0.0,-2.38,4.04,8.26,78.42
2024-04-07,0.41,0.65,0.65,0.0,-2.47,3.94,7.31,79.96
2024-04-08,1.95,1.01,1.01,0.0,-1.42,5.12,8.86,80.63
2024-04-09,2.77,0.03,0.0,0.03,-0.12,5.93,7.95,81.39
2024-04-10,2.65,6.22,0.0,6.22,0.31,5.77,8.55,85.66
2024-04-11,3.25,0.35,0.0,0.35,1.58,5.5,9.87,86.23
2024-04-12,3.64,0.0,0.0,0.0,1.24,6.36,7.14,86.52
2024-04-13,3.37,0.41,0.0,0.41,1.11,5.88,7.39,88.69
2024-04-14,2.81,2.19,0.0,2.19,0.64,4.71,10.41,89.16
2024-04-15,3.46,0.0,0.0,0.0,-0.88,7.63,9.68,74.33
2024-04-16,6.57,0.0,0.0,0.0,-0.62,13.07,10.06,58.4
2024-04-17,11.28,0.0,0.0,0.0,4.8,18.0,13.41,51.77
2024-04-18,12.85,1.0,0.0,1.0,7.28,18.64,20.62,47.65
2024-04-19,6.33,0.62,0.0,0.62,3.35,11.25,13.2,77.09
2024-04-20,6.84,0.0,0.0,0.0,2.72,11.65,12.17,73.9
2024-04-21,7.91,0.0,0.0,0.0,4.48,12.06,11.4,68.54
2024-04-22,6.87,0.0,0.0,0.0,1.01,11.25,10.38,76.45
2024-04-23,7.76,0.0,0.0,0.0,1.62,11.17,9.85,72.92
2024-04-24,12.16,0.0,0.0,0.0,4.85,17.77,11.57,61.3
2024-04-25,15.55,0.0,0.0,0.0,8.4,20.39,14.08,51.34
2024-04-26,11.45,5.77,0.0,5.77,6.4,18.62,15.65,64.05
2024-04-27,7.94,0.51,0.0,0.51,4.55,10.4,9.68,85.51
2024-04-28,7.94,1.56,0.0,1.56,3.92,11.34,8.4,83.27
2024-04-29,8.43,0.39,0.0,0.39,4.32,11.92,9.29,80.02
2024-04-30,7.33,0.56,0.0,0.56,4.41,10.99,7.29,82.1
2024-05-01,6.72,1.32,0.0,1.32,4.61,9.7,7.83,83.45
2024-05-02,5.31,8.96,0.0,8.96,3.91,7.04,9.1,90.11
2024-05-03,5.1,5.91,0.0,5.91,3.88,6.41,8.44,88.9
2024-05-04,5.42,14.15,0.0,14.15,3.15,8.91,10.48,85.18
2024-05-05,2.94,18.19,0.0,18.19,0.64,5.07,21.62,84.14
2024-05-06,1.9,4.39,4.39,0.0,0.19,3.97,18.29,77.91
2024-05-07,2.73,3.6,0.0,3.6,0.91,5.28,12.21,79.93
2024-05-08,5.68,0.0,0.0,0.0,-0.43,9.09,10.1,69.2
2024-05-09,6.97,1.13,0.0,1.13,0.3,10.51,9.46,72.82
2024-05-10,7.27,0.04,0.0,0.04,3.41,9.37,9.67,79.36
2024-05-11,6.05,0.45,0.0,0.45,2.94,10.29,16.0,83.28
2024-05-12,5.04,8.21,0.0,8.21,2.66,7.02,17.3,77.4
2024-05-13,3.99,2.82,0.0,2.82,1.73,6.26,11.63,74.85
2024-05-14,2.39,4.2,0.0,4.2,-0.15,4.33,17.03,79.89
2024-05-15,4.1,0.0,0.0,0.0,-1.81,7.88,10.34,75.31
2024-05-16,3.63,2.74,0.0,2.74,0.29,6.52,8.35,82.83
2024-05-17,4.49,0.0,0.0,0.0,-1.31,7.29,7.83,75.74
2024-05-18,5.78,0.0,0.0,0.0,-0.98,8.91,11.29,74.84
2024-05-19,6.07,2.15,0.0,2.15,2.69,8.3,8.06,78.59
2024-05-20,6.77,0.0,0.0,0.0,1.32,9.63,8.21,76.14
2024-05-21,6.97,0.0,0.0,0.0,1.53,10.23,6.99,75.69
2024-05-22,8.49,0.0,0.0,0.0,1.78,11.57,8.35,70.99
2024-05-23,8.92,0.0,0.0,0.0,4.03,12.76,7.14,78.61
2024-05-24,8.18,1.17,0.0,1.17,5.13,11.21,10.17,85.36
2024-05-25,7.33,5.77,0.0,5.77,6.02,10.49,9.78,86.11
2024-05-26,7.96,10.72,0.0,10.72,5.16,11.16,8.99,84.6
2024-05-27,7.31,8.77,0.0,8.77,3.76,10.67,8.43,82.91
2024-05-28,8.61,3.61,0.0,3.61,5.35,11.47,11.23,82.64
2024-05-29,9.15,0.1,0.0,0.1,6.06,12.12,10.63,80.77
2024-05-30,9.17,1.0,0.0,1.0,5.79,13.03,9.86,83.7
2024-05-31,9.65,4.28,0.0,4.28,6.67,12.93,8.3,84.82
2024-06-01,10.08,1.55,0.0,1.55,6.68,13.46,9.51,75.64
2024-06-02,10.37,0.0,0.0,0.0,4.83,14.54,8.48,68.89
2024-06-03,11.17,0.0,0.0,0.0,6.21,15.47,7.92,66.36
2024-06-04,12.06,0.0,0.0,0.0,6.65,16.19,7.62,68.5
2024-06-05,13.84,0.0,0.0,0.0,8.47,18.36,7.38,65.5
2024-06-06,13.32,0.0,0.0,0.0,9.44,16.81,8.97,69.64
2024-06-07,12.35,0.02,0.0,0.02,8.76,15.1,8.01,77.22
2024-06-08,11.89,1.2,0.0,1.2,8.8,14.64,7.09,81.94
2024-06-09,11.34,7.58,0.0,7.58,8.8,14.12,11.09,80.84
2024-06-10,12.55,1.86,0.0,1.86,8.51,15.2,9.06,76.18
2024-06-11,13.88,0.0,0.0,0.0,6.58,17.44,10.1,65.42
2024-06-12,15.56,0.0,0.0,0.0,7.49,19.54,9.05,61.19
2024-06-13,16.21,0.0,0.0,0.0,10.46,19.33,8.08,64.08
2024-06-14,16.97,0.0,0.0,0.0,10.33,20.45,9.72,69.31
2024-06-15,14.96,0.61,0.0,0.61,12.22,18.65,16.57,65.53
2024-06-16,13.01,1.2,0.0,1.2,10.59,15.48,8.42,76.45
2024-06-17,13.32,0.41,0.0,0.41,9.8,16.6,8.92,77.75
2024-06-18,13.39,2.83,0.0,2.83,10.94,16.24,9.21,80.73
2024-06-19,13.69,0.22,0.0,0.22,10.35,16.77,6.55,78.29
2024-06-20,14.23,0.36,0.0,0.36,10.65,18.14,7.11,75.62
2024-06-21,14.78,2.05,0.0,2.05,11.26,17.79,11.51,77.5
2024-06-22,13.58,1.36,0.0,1.36,10.46,16.49,10.66,73.68
2024-06-23,14.63,0.0,0.0,0.0,9.62,17.67,8.93,68.54
2024-06-24,15.56,0.0,0.0,0.0,9.35,19.05,9.72,67.27
2024-06-25,15.04,0.09,0.0,0.09,10.23,17.94,10.85,72.97
2024-06-26,11.37,11.88,0.0,11.88,9.17,14.44,18.54,81.33
2024-06-27,12.61,0.13,0.0,0.13,7.63,15.3,12.59,65.33
2024-06-28,14.01,0.0,0.0,0.0,8.62,17.97,9.9,64.54
2024-06-29,13.04,0.0,0.0,0.0,7.44,15.97,11.29,68.73
2024-06-30,13.77,0.17,0.0,0.17,9.1,16.89,11.32,71.68
2024-07-01,12.41,20.69,0.0,20.69,10.25,15.11,11.43,82.45
2024-07-02,13.91,3.69,0.0,3.69,10.71,17.03,14.16,77.47
2024-07-03,15.35,0.0,0.0,0.0,9.22,18.52,10.16,71.75
2024-07-04,16.86,0.0,0.0,0.0,10.06,22.28,10.88,69.54
2024-07-05,16.43,4.94,0.0,4.94,11.89,19.49,15.92,74.57
2024-07-06,13.58,10.94,0.0,10.94,11.63,16.14,17.87,84.43
2024-07-07,15.11,3.01,0.0,3.01,11.09,17.57,14.94,81.75
2024-07-08,15.03,1.3,0.0,1.3,12.33,19.0,7.9,81.16
2024-07-09,15.36,13.73,0.0,13.73,12.44,18.45,6.95,83.5
2024-07-10,14.94,0.81,0.0,0.81,12.3,18.44,6.77,80.95
2024-07-11,16.87,3.33,0.0,3.33,12.13,19.61,8.31,77.93
2024-07-12,16.64,0.19,0.0,0.19,12.97,18.93,7.73,79.89
2024-07-13,16.86,0.77,0.0,0.77,12.48,19.8,8.86,81.83
2024-07-14,15.48,4.31,0.0,4.31,13.28,18.26,11.78,82.41
2024-07-15,16.07,1.6,0.0,1.6,12.38,20.01,13.09,77.2
2024-07-16,16.3,6.09,0.0,6.09,13.04,19.15,9.17,79.22
2024-07-17,16.26,2.79,0.0,2.79,13.09,19.66,6.89,79.94
2024-07-18,16.4,3.32,0.0,3.32,13.44,18.85,8.4,83.78
2024-07-19,16.29,7.76,0.0,7.76,12.3,19.69,18.06,77.48
2024-07-20,15.65,11.01,0.0,11.01,12.8,18.43,14.36,80.01
2024-07-21,16.59,0.5,0.0,0.5,11.66,19.27,10.01,78.68
2024-07-22,15.03,0.0,0.0,0.0,10.43,18.97,7.1,72.81
2024-07-23,16.63,0.0,0.0,0.0,12.78,20.42,8.28,69.75
2024-07-24,15.65,15.23,0.0,15.23,11.49,19.48,12.52,77.37
2024-07-25,15.62,2.1,0.0,2.1,12.11,19.62,9.61,74.7
2024-07-26,15.71,0.13,0.0,0.13,12.2,19.73,8.32,74.75
2024-07-27,13.49,9.58,0.0,9.58,10.59,17.4,17.79,80.33
2024-07-28,14.81,7.47,0.0,7.47,10.19,18.93,20.93,76.3
2024-07-29,15.14,0.56,0.0,0.56,10.84,19.02,13.98,69.79
2024-07-30,15.02,0.3,0.0,0.3,11.9,18.98,14.02,73.92
2024-07-31,12.96,5.94,0.0,5.94,10.65,15.58,17.85,74.32
2024-08-01,12.51,0.22,0.0,0.22,8.47,16.07,10.02,73.44
