,Horma Kanyonu - Kastamonu_temp,Horma Kanyonu - Kastamonu_prcp,Horma Kanyonu - Kastamonu_snow,Horma Kanyonu - Kastamonu_rain,Horma Kanyonu - Kastamonu_tmin,Horma Kanyonu - Kastamonu_tmax,Horma Kanyonu - Kastamonu_wspd,Horma Kanyonu - Kastamonu_rhum
2023-08-25,22.26,0.0,0.0,0.0,14.48,28.09,9.3,63.62
2023-08-26,21.94,0.0,0.0,0.0,13.02,28.46,9.57,59.72
2023-08-27,22.4,0.0,0.0,0.0,13.62,27.68,9.15,68.3
2023-08-28,21.52,0.0,0.0,0.0,13.78,27.02,9.37,64.11
2023-08-29,21.64,0.0,0.0,0.0,15.22,27.8,9.92,64.24
2023-08-30,24.19,0.0,0.0,0.0,16.02,30.49,8.02,60.3
2023-08-31,25.04,0.0,0.0,0.0,16.47,31.0,9.81,56.42
2023-09-01,22.78,2.17,0.0,2.17,17.52,28.67,11.35,67.1
2023-09-02,21.88,0.02,0.0,0.02,16.68,27.4,9.85,73.3
2023-09-03,20.32,5.84,0.0,5.84,17.55,24.98,9.59,77.12
2023-09-04,18.69,1.92,0.0,1.92,15.85,23.27,9.25,77.87
2023-09-05,19.87,0.0,0.0,0.0,15.07,26.76,8.5,79.62
2023-09-06,20.81,1.87,0.0,1.87,16.98,26.01,6.9,83.64
2023-09-07,20.76,0.0,0.0,0.0,16.11,26.16,9.2,78.66
2023-09-08,18.77,0.0,0.0,0.0,12.14,24.33,9.81,72.64
2023-09-09,17.78,0.0,0.0,0.0,11.23,24.23,9.7,64.29
2023-09-10,16.81,0.0,0.0,0.0,9.93,22.61,11.24,65.99
2023-09-11,15.62,0.0,0.0,0.0,8.08,22.58,9.4,70.09
2023-09-12,15.41,0.0,0.0,0.0,8.22,22.53,10.13,68.46
2023-09-13,16.6,0.0,0.0,0.0,8.53,23.31,10.02,62.56
2023-09-14,16.87,0.0,0.0,0.0,9.05,23.18,9.66,58.29
2023-09-15,17.39,0.0,0.0,0.0,8.01,23.78,8.84,61.65
2023-09-16,17.86,0.0,0.0,0.0,8.93,23.56,9.64,64.4
2023-09-17,17.47,0.07,0.0,0.07,9.99,23.9,9.01,67.95
2023-09-18,16.05,0.0,0.0,0.0,7.97,23.3,9.65,69.6
2023-09-19,15.28,0.0,0.0,0.0,8.05,22.79,9.33,68.23
2023-09-20,17.71,0.0,0.0,0.0,9.54,24.23,8.12,71.37
2023-09-21,18.33,0.0,0.0,0.0,9.51,24.93,8.41,73.76
2023-09-22,19.44,0.0,0.0,0.0,10.3,26.6,8.14,73.11
2023-09-23,19.66,0.0,0.0,0.0,9.79,26.54,8.24,63.1
2023-09-24,20.02,0.0,0.0,0.0,10.31,26.2,8.03,61.54
2023-09-25,19.88,0.0,0.0,0.0,10.96,25.62,8.75,70.27
2023-09-26,18.35,0.0,0.0,0.0,11.26,24.9,9.26,73.44
2023-09-27,19.03,0.0,0.0,0.0,10.34,25.11,8.85,72.03
2023-09-28,18.19,0.19,0.0,0.19,13.16,23.32,6.44,79.1
2023-09-29,17.73,3.67,0.0,3.67,13.7,23.39,8.26,83.44
2023-09-30,17.12,3.05,0.0,3.05,13.86,22.69,8.58,87.3
2023-10-01,16.46,7.97,0.0,7.97,13.08,21.54,10.1,87.54
2023-10-02,16.09,5.59,0.0,5.59,13.96,21.52,12.69,82.42
2023-10-03,13.9,1.13,0.0,1.13,9.59,19.17,10.73,74.23
2023-10-04,13.37,0.0,0.0,0.0,5.5,20.55,9.66,69.75
2023-10-05,14.59,0.0,0.0,0.0,6.36,22.02,8.87,69.43
2023-10-06,15.47,0.0,0.0,0.0,6.84,22.38,9.3,72.1
2023-10-07,15.5,0.64,0.0,0.64,9.4,21.87,9.15,74.52
2023-10-08,17.21,0.0,0.0,0.0,8.5,23.79,12.91,66.69
2023-10-09,11.58,7.31,0.0,7.31,7.49,16.55,11.86,77.63
2023-10-10,12.29,1.45,0.0,1.45,6.13,18.19,10.81,73.42
2023-10-11,11.37,4.43,0.0,4.43,8.58,15.8,9.68,82.58
2023-10-12,11.64,0.0,0.0,0.0,6.39,19.37,8.98,75.32
2023-10-13,14.23,0.0,0.0,0.0,5.56,22.35,9.13,73.45
2023-10-14,14.17,0.0,0.0,0.0,7.11,20.57,8.25,75.04
2023-10-15,15.06,0.0,0.0,0.0,6.06,21.44,9.01,68.86
2023-10-16,14.35,8.03,0.0,8.03,8.78,21.21,16.27,77.93
2023-10-17,10.7,0.24,0.0,0.24,7.81,14.75,8.73,79.45
2023-10-18,9.48,9.55,0.0,9.55,8.22,11.45,6.92,93.05
2023-10-19,11.7,2.71,0.0,2.71,7.87,17.35,8.05,82.96
2023-10-20,14.18,0.0,0.0,0.0,6.53,20.79,9.82,73.14
2023-10-21,18.7,0.0,0.0,0.0,9.86,26.68,10.78,61.07
2023-10-22,17.79,0.0,0.0,0.0,11.87,22.64,9.92,60.91
2023-10-23,18.65,0.0,0.0,0.0,11.17,25.83,9.24,60.44
2023-10-24,17.1,0.0,0.0,0.0,10.38,23.2,7.85,70.84
2023-10-25,15.42,0.0,0.0,0.0,9.45,20.77,8.63,70.38
2023-10-26,17.3,0.0,0.0,0.0,13.66,23.54,10.03,58.32
2023-10-27,19.35,0.04,0.0,0.04,13.85,25.22,11.66,58.38
2023-10-28,18.56,0.0,0.0,0.0,12.79,23.88,12.85,60.4
2023-10-29,16.48,1.73,0.0,1.73,12.63,22.02,7.77,77.86
2023-10-30,16.38,0.0,0.0,0.0,11.63,22.47,7.41,82.52
2023-10-31,16.46,0.0,0.0,0.0,10.02,21.52,7.06,76.14
2023-11-01,17.19,0.55,0.0,0.55,10.52,22.87,8.23,72.44
2023-11-02,14.35,0.85,0.0,0.85,9.39,18.33,7.85,84.45
2023-11-03,15.67,0.32,0.0,0.32,11.45,20.98,13.08,73.44
2023-11-04,18.17,0.0,0.0,0.0,11.9,24.04,11.62,59.19
2023-11-05,18.19,0.16,0.0,0.16,11.08,24.87,13.07,57.77
2023-11-06,14.93,2.88,0.0,2.88,10.67,19.99,15.15,75.51
2023-11-07,15.23,0.12,0.0,0.12,10.17,20.74,9.34,74.25
2023-11-08,14.78,0.0,0.0,0.0,7.95,20.42,9.51,69.86
2023-11-09,11.66,11.26,0.0,11.26,8.01,15.45,13.7,85.39
2023-11-10,10.36,0.0,0.0,0.0,4.75,16.6,9.96,81.64
2023-11-11,15.97,0.0,0.0,0.0,8.44,21.0,14.06,63.73
2023-11-12,13.21,4.94,0.0,4.94,10.29,17.26,16.31,73.04
2023-11-13,10.35,8.99,0.0,8.99,8.67,13.58,7.81,89.69
2023-11-14,10.33,10.72,0.0,10.72,5.49,15.58,12.95,79.04
2023-11-15,10.69,0.0,0.0,0.0,5.65,18.06,10.93,69.68
2023-11-16,8.87,22.24,0.0,22.24,6.73,11.9,14.04,86.39
2023-11-17,8.31,6.33,0.0,6.33,4.72,12.56,10.5,77.32
2023-11-18,9.3,11.93,0.0,11.93,5.05,12.28,11.78,74.24
2023-11-19,5.47,25.62,0.0,25.62,3.09,8.65,23.3,79.73
2023-11-20,4.09,20.92,0.0,20.92,2.06,7.2,22.4,85.25
2023-11-21,7.3,3.98,0.0,3.98,3.18,13.21,15.31,75.09
2023-11-22,10.19,0.04,0.0,0.04,6.18,17.37,13.06,66.83
2023-11-23,8.93,8.34,0.0,8.34,6.04,11.66,9.77,91.82
2023-11-24,11.57,2.29,0.0,2.29,7.93,15.22,12.35,84.67
2023-11-25,12.95,0.44,0.0,0.44,10.1,16.12,22.1,63.23
2023-11-26,9.44,7.14,0.0,7.14,0.89,17.27,28.38,67.12
2023-11-27,1.27,4.16,4.16,0.0,-0.78,4.24,22.19,68.4
2023-11-28,4.14,0.09,0.0,0.09,-1.55,9.41,15.02,52.64
2023-11-29,10.26,1.84,0.0,1.84,5.2,15.27,21.81,67.73
2023-11-30,9.02,8.87,0.0,8.87,6.87,12.72,12.1,87.13
2023-12-01,12.56,0.0,0.0,0.0,5.13,18.01,12.24,73.3
2023-12-02,13.68,0.0,0.0,0.0,6.98,19.41,12.85,65.45
2023-12-03,13.35,0.0,0.0,0.0,7.68,18.24,12.24,63.01
2023-12-04,8.95,3.45,0.0,3.45,3.95,13.88,10.65,84.67
2023-12-05,6.83,1.77,0.0,1.77,3.97,9.92,7.14,92.76
2023-12-06,6.69,0.28,0.0,0.28,3.9,9.7,6.8,93.35
2023-12-07,7.67,1.81,0.0,1.81,4.82,10.35,6.44,93.39
2023-12-08,7.35,4.96,0.0,4.96,4.85,9.38,9.0,94.74
2023-12-09,7.8,12.01,0.0,12.01,6.21,10.25,8.13,96.98
2023-12-10,6.48,5.32,0.0,5.32,4.14,9.27,14.87,88.32
2023-12-11,6.1,0.0,0.0,0.0,2.83,9.7,6.91,87.66
2023-12-12,7.23,1.84,0.0,1.84,4.38,10.53,8.04,88.85
2023-12-13,6.26,2.25,0.0,2.25,2.8,10.73,11.2,81.19
2023-12-14,9.27,0.0,0.0,0.0,3.65,14.08,12.27,62.84
2023-12-15,9.46,0.22,0.0,0.22,4.72,13.57,9.96,73.07
2023-12-16,6.12,9.81,0.0,9.81,2.61,9.0,8.33,92.36
2023-12-17,1.94,6.21,6.21,0.0,-1.56,5.55,10.69,87.16
2023-12-18,2.55,0.07,0.0,0.07,-2.16,7.36,11.34,77.48
2023-12-19,5.04,0.0,0.0,0.0,1.23,8.99,9.07,77.6
2023-12-20,5.12,0.0,0.0,0.0,0.15,9.99,9.28,76.98
2023-12-21,7.02,0.0,0.0,0.0,3.37,11.45,9.94,70.69
2023-12-22,6.3,2.64,0.0,2.64,3.09,9.71,9.19,86.84
2023-12-23,5.42,9.9,0.0,9.9,1.99,10.88,25.62,73.07
2023-12-24,1.05,20.12,20.12,0.0,-2.05,4.21,18.32,84.76
2023-12-25,9.06,3.59,0.0,3.59,2.83,14.34,18.84,63.36
2023-12-26,10.88,0.0,0.0,0.0,4.92,16.23,14.73,63.91
2023-12-27,9.42,0.0,0.0,0.0,3.18,14.49,15.05,72.69
2023-12-28,7.17,0.07,0.0,0.07,3.04,12.08,7.74,84.75
2023-12-29,6.37,0.0,0.0,0.0,0.7,11.62,9.29,65.46
2023-12-30,6.16,0.0,0.0,0.0,0.66,11.48,9.39,66.8
2023-12-31,6.17,0.09,0.0,0.09,2.59,9.62,10.39,79.4
2024-01-01,7.63,0.0,0.0,0.0,3.91,12.48,8.57,78.11
2024-01-02,7.52,7.04,0.0,7.04,3.59,10.47,9.7,79.85
2024-01-03,7.85,3.03,0.0,3.03,4.7,11.86,10.38,84.34
2024-01-04,9.39,4.28,0.0,4.28,6.2,14.21,13.99,74.09
2024-01-05,7.64,11.7,0.0,11.7,3.69,11.3,16.95,76.48
2024-01-06,6.96,0.0,0.0,0.0,2.36,12.15,10.42,59.25
2024-01-07,9.81,2.3,0.0,2.3,4.27,14.94,13.37,59.89
2024-01-08,9.18,5.21,0.0,5.21,5.65,13.68,12.89,74.89
2024-01-09,4.93,3.84,0.0,3.84,2.0,7.75,11.3,92.22
2024-01-10,2.12,0.94,0.0,0.94,-0.26,5.18,11.3,84.44
2024-01-11,0.78,0.04,0.04,0.0,-1.65,3.83,9.86,80.27
2024-01-12,0.14,6.85,6.85,0.0,-2.19,3.01,16.58,83.63
2024-01-13,-2.89,6.23,6.23,0.0,-4.65,-0.53,12.75,79.05
2024-01-14,-1.07,0.0,0.0,0.0,-5.96,4.22,11.58,66.95
2024-01-15,2.54,0.0,0.0,0.0,-4.7,8.27,13.01,60.36
2024-01-16,6.76,2.06,0.0,2.06,1.79,10.26,17.22,74.33
2024-01-17,3.56,0.93,0.0,0.93,0.74,6.85,7.46,89.72
2024-01-18,7.26,0.04,0.0,0.04,1.91,12.77,14.37,68.84
2024-01-19,10.92,0.84,0.0,0.84,6.68,14.33,16.59,68.75
2024-01-20,7.47,2.79,0.0,2.79,1.64,13.11,13.22,81.89
