,Şahinkaya Kanyonu - Samsun_temp,Şahinkaya Kanyonu - Samsun_prcp,Şahinkaya Kanyonu - Samsun_snow,Şahinkaya Kanyonu - Samsun_rain,Şahinkaya Kanyonu - Samsun_tmin,Şahinkaya Kanyonu - Samsun_tmax,Şahinkaya Kanyonu - Samsun_wspd,Şahinkaya Kanyonu - Samsun_rhum
2022-12-19,8.3,7.25,0.0,7.25,5.06,11.57,12.07,88.65
2022-12-20,5.91,12.98,0.0,12.98,3.9,8.3,10.47,71.15
2022-12-21,6.71,1.22,0.0,1.22,3.75,9.38,4.16,78.15
2022-12-22,7.81,0.08,0.0,0.08,6.19,9.92,6.64,73.55
2022-12-23,7.72,0.0,0.0,0.0,6.38,10.05,9.28,68.73
2022-12-24,7.93,0.0,0.0,0.0,5.24,10.5,5.17,65.08
2022-12-25,8.86,2.16,0.0,2.16,6.02,12.18,5.82,70.28
2022-12-26,7.92,7.85,0.0,7.85,6.44,10.57,6.63,83.09
2022-12-27,8.27,4.32,0.0,4.32,3.4,12.56,4.98,73.41
2022-12-28,8.81,0.94,0.0,0.94,5.75,12.2,9.18,71.94
2022-12-29,7.8,0.29,0.0,0.29,3.45,11.65,5.71,75.58
2022-12-30,8.59,0.0,0.0,0.0,2.55,14.93,4.85,71.67
2022-12-31,7.82,0.0,0.0,0.0,3.72,13.56,3.51,73.54
2023-01-01,6.7,0.0,0.0,0.0,2.99,12.62,2.96,76.47
2023-01-02,5.71,0.0,0.0,0.0,2.65,8.58,3.51,79.57
2023-01-03,5.16,0.0,0.0,0.0,3.42,7.15,3.42,77.98
2023-01-04,4.97,0.14,0.0,0.14,0.87,8.26,4.34,80.12
2023-01-05,7.32,0.09,0.0,0.09,4.23,9.65,3.93,81.47
2023-01-06,6.45,0.17,0.0,0.17,4.37,8.13,6.95,79.17
2023-01-07,5.51,3.93,0.0,3.93,2.96,8.11,5.87,83.88
2023-01-08,4.64,9.78,0.0,9.78,2.49,7.22,5.38,86.79
2023-01-09,4.19,8.52,0.0,8.52,-0.02,8.91,5.33,77.06
2023-01-10,5.92,0.0,0.0,0.0,0.89,11.05,8.8,66.52
2023-01-11,8.24,0.0,0.0,0.0,3.39,14.77,6.88,61.87
2023-01-12,8.15,0.0,0.0,0.0,5.7,11.98,5.17,67.29
2023-01-13,6.86,0.0,0.0,0.0,3.63,12.29,4.38,68.78
2023-01-14,6.08,0.0,0.0,0.0,1.98,11.34,2.91,70.97
2023-01-15,5.33,0.0,0.0,0.0,1.26,10.63,2.63,75.11
2023-01-16,6.23,0.0,0.0,0.0,1.8,11.51,3.45,77.52
2023-01-17,9.58,0.0,0.0,0.0,2.78,17.51,6.12,60.99
2023-01-18,12.28,0.0,0.0,0.0,6.86,19.01,7.78,52.94
2023-01-19,12.79,0.0,0.0,0.0,6.52,20.37,5.87,54.18
2023-01-20,11.47,0.0,0.0,0.0,6.35,19.8,6.15,55.52
2023-01-21,9.69,0.0,0.0,0.0,5.01,15.97,5.48,62.59
2023-01-22,7.25,0.0,0.0,0.0,3.07,13.26,2.89,73.48
2023-01-23,6.88,0.0,0.0,0.0,3.26,11.68,3.41,78.91
2023-01-24,7.37,0.0,0.0,0.0,4.96,8.75,2.56,80.58
2023-01-25,7.55,2.3,0.0,2.3,5.87,9.79,4.65,76.4
2023-01-26,6.86,3.0,0.0,3.0,3.12,10.4,4.65,75.19
2023-01-27,9.2,0.04,0.0,0.04,2.78,14.26,7.04,60.99
2023-01-28,10.79,0.42,0.0,0.42,7.09,15.0,8.71,61.03
2023-01-29,6.86,8.93,0.0,8.93,5.41,8.45,8.35,82.33
2023-01-30,5.57,1.69,0.0,1.69,3.97,7.67,5.31,79.49
2023-01-31,4.87,4.1,0.0,4.1,3.74,6.69,6.44,84.06
2023-02-01,3.93,10.78,0.0,10.78,2.43,5.24,5.95,88.34
2023-02-02,4.47,3.71,0.0,3.71,0.59,8.2,8.13,69.96
2023-02-03,5.14,0.21,0.0,0.21,2.67,8.03,8.47,64.02
2023-02-04,4.28,2.07,0.0,2.07,2.36,7.21,3.88,80.27
2023-02-05,4.47,0.0,0.0,0.0,0.48,8.66,4.67,69.08
2023-02-06,4.71,6.15,0.0,6.15,3.57,5.68,15.49,78.64
2023-02-07,2.17,11.66,0.0,11.66,-0.6,3.77,18.58,71.16
2023-02-08,0.63,4.44,4.44,0.0,-2.63,3.38,9.77,82.44
2023-02-09,2.07,2.87,0.0,2.87,-0.84,4.88,4.54,78.38
2023-02-10,1.76,0.0,0.0,0.0,-1.69,4.88,6.46,74.57
2023-02-11,3.03,0.0,0.0,0.0,1.28,4.88,6.06,74.14
2023-02-12,3.75,0.09,0.0,0.09,1.57,6.38,4.92,67.3
2023-02-13,2.52,2.63,0.0,2.63,-0.45,5.29,10.3,68.32
2023-02-14,3.05,0.15,0.0,0.15,-2.74,7.46,5.99,60.15
2023-02-15,3.46,6.86,0.0,6.86,1.32,6.36,11.8,69.86
2023-02-16,3.23,8.03,0.0,8.03,0.07,6.85,12.35,72.0
2023-02-17,5.91,0.8,0.0,0.8,0.4,11.08,9.46,56.05
2023-02-18,8.93,0.0,0.0,0.0,4.14,13.16,8.85,52.57
2023-02-19,11.85,0.94,0.0,0.94,9.5,16.53,10.07,53.47
2023-02-20,8.61,3.9,0.0,3.9,3.86,13.97,8.15,70.4
2023-02-21,8.59,2.28,0.0,2.28,0.34,15.44,9.06,61.15
2023-02-22,9.38,0.0,0.0,0.0,4.23,14.77,7.11,64.4
2023-02-23,6.66,0.17,0.0,0.17,4.26,10.08,8.18,76.01
2023-02-24,6.97,0.59,0.0,0.59,1.32,11.48,8.44,72.92
2023-02-25,11.71,0.0,0.0,0.0,4.0,19.16,7.25,54.13
2023-02-26,15.36,0.0,0.0,0.0,8.72,21.76,11.75,43.36
2023-02-27,14.39,0.0,0.0,0.0,10.11,21.22,7.82,44.63
2023-02-28,11.84,0.0,0.0,0.0,7.25,18.09,4.22,59.75
2023-03-01,10.45,1.5,0.0,1.5,8.5,14.04,3.95,84.67
2023-03-02,9.01,1.36,0.0,1.36,7.04,11.83,10.17,86.8
2023-03-03,9.13,1.03,0.0,1.03,6.97,12.43,6.76,87.53
2023-03-04,9.04,1.06,0.0,1.06,4.89,12.75,4.19,86.56
2023-03-05,10.23,3.84,0.0,3.84,7.5,14.21,4.24,85.12
2023-03-06,8.61,11.48,0.0,11.48,6.92,10.42,8.69,86.42
2023-03-07,9.69,0.77,0.0,0.77,4.8,16.0,4.08,72.45
2023-03-08,11.05,0.0,0.0,0.0,5.27,17.31,4.07,64.16
2023-03-09,11.93,0.12,0.0,0.12,6.33,18.53,3.74,66.53
2023-03-10,12.94,0.27,0.0,0.27,9.31,18.55,5.75,67.58
2023-03-11,17.31,0.27,0.0,0.27,9.07,23.68,12.41,50.04
2023-03-12,12.61,11.26,0.0,11.26,8.15,18.02,12.83,68.33
2023-03-13,5.45,17.2,0.0,17.2,3.67,7.78,15.31,81.6
2023-03-14,5.82,6.93,0.0,6.93,3.07,8.69,5.51,80.96
2023-03-15,7.99,4.2,0.0,4.2,5.72,10.48,2.93,86.52
2023-03-16,10.45,0.24,0.0,0.24,6.46,15.43,5.66,81.36
2023-03-17,10.46,0.9,0.0,0.9,7.73,13.95,6.11,82.3
2023-03-18,9.41,3.21,0.0,3.21,7.94,12.35,7.42,89.75
2023-03-19,8.74,3.61,0.0,3.61,7.5,10.06,15.44,87.5
2023-03-20,8.5,2.34,0.0,2.34,6.79,11.08,14.38,81.81
2023-03-21,8.79,0.19,0.0,0.19,6.0,12.7,4.3,77.46
2023-03-22,9.31,0.0,0.0,0.0,4.3,13.97,4.65,81.02
2023-03-23,10.03,3.05,0.0,3.05,7.67,12.39,5.14,85.15
2023-03-24,9.98,0.67,0.0,0.67,8.42,12.7,7.39,83.13
2023-03-25,9.06,0.0,0.0,0.0,4.35,13.96,5.31,82.12
2023-03-26,10.61,4.5,0.0,4.5,5.49,16.45,6.39,78.03
2023-03-27,12.6,2.4,0.0,2.4,8.4,17.53,7.2,73.02
2023-03-28,11.63,5.8,0.0,5.8,7.83,19.54,10.85,71.34
2023-03-29,5.73,18.1,0.0,18.1,3.46,8.83,14.85,80.23
2023-03-30,3.48,2.73,0.0,2.73,0.92,7.11,7.42,73.52
2023-03-31,4.72,1.98,0.0,1.98,-0.71,9.81,6.02,63.61
2023-04-01,10.62,0.0,0.0,0.0,3.01,17.97,7.75,59.93
2023-04-02,13.59,1.32,0.0,1.32,8.22,18.39,5.89,68.14
2023-04-03,13.97,1.6,0.0,1.6,10.67,17.98,5.76,74.97
2023-04-04,14.86,2.38,0.0,2.38,8.87,22.22,8.0,69.5
2023-04-05,12.92,7.17,0.0,7.17,8.14,17.01,9.77,71.62
2023-04-06,9.37,9.63,0.0,9.63,6.84,12.21,8.68,85.86
2023-04-07,9.16,5.21,0.0,5.21,6.37,12.52,6.91,87.65
2023-04-08,10.05,4.6,0.0,4.6,6.63,14.09,6.05,81.88
2023-04-09,10.7,0.0,0.0,0.0,5.68,15.12,7.38,78.23
2023-04-10,11.35,4.89,0.0,4.89,9.2,13.76,4.68,85.3
2023-04-11,11.33,4.31,0.0,4.31,8.86,13.88,5.35,86.51
2023-04-12,10.81,5.35,0.0,5.35,8.03,14.82,6.17,83.24
2023-04-13,10.86,3.03,0.0,3.03,7.94,15.02,6.11,81.52
2023-04-14,13.89,1.19,0.0,1.19,6.39,20.25,5.66,65.06
2023-04-15,16.02,0.0,0.0,0.0,8.62,23.26,5.28,58.92
2023-04-16,15.0,1.8,0.0,1.8,9.67,20.82,5.76,70.45
2023-04-17,16.29,0.22,0.0,0.22,9.67,20.93,5.12,75.18
2023-04-18,16.38,0.4,0.0,0.4,11.9,23.39,7.38,68.77
2023-04-19,14.9,3.16,0.0,3.16,10.42,21.23,8.29,78.01
2023-04-20,12.04,8.05,0.0,8.05,10.36,15.39,7.32,87.05
2023-04-21,12.23,2.5,0.0,2.5,8.92,16.25,5.89,79.72
2023-04-22,12.29,1.29,0.0,1.29,7.66,16.47,8.4,75.75
2023-04-23,11.26,1.93,0.0,1.93,8.38,14.68,7.81,81.49
2023-04-24,10.63,5.91,0.0,5.91,7.92,12.91,7.97,83.5
2023-04-25,12.58,0.17,0.0,0.17,6.14,19.3,5.48,77.8
2023-04-26,15.01,0.22,0.0,0.22,9.91,20.66,5.7,72.48
2023-04-27,14.18,5.24,0.0,5.24,11.38,18.0,8.82,80.14
2023-04-28,11.4,13.6,0.0,13.6,9.4,14.04,10.1,86.88
2023-04-29,10.43,3.39,0.0,3.39,8.67,13.18,7.79,79.96
2023-04-30,11.62,3.15,0.0,3.15,9.25,14.97,4.63,77.24
2023-05-01,11.85,0.53,0.0,0.53,8.43,15.47,6.44,69.93
2023-05-02,11.45,0.09,0.0,0.09,6.19,16.62,8.1,69.36
2023-05-03,12.7,0.0,0.0,0.0,6.02,18.29,6.1,67.56
2023-05-04,13.86,0.0,0.0,0.0,7.32,20.78,7.33,72.6
2023-05-05,14.51,0.0,0.0,0.0,8.94,20.04,8.08,72.16
2023-05-06,13.88,8.39,0.0,8.39,10.65,17.99,6.57,71.67
2023-05-07,13.65,5.27,0.0,5.27,10.52,16.9,6.45,83.61
2023-05-08,13.65,4.4,0.0,4.4,12.32,16.87,7.23,85.34
2023-05-09,13.34,2.73,0.0,2.73,9.93,17.89,7.74,84.04
2023-05-10,12.11,1.82,0.0,1.82,11.02,14.45,12.08,84.46
2023-05-11,11.46,6.47,0.0,6.47,9.67,13.84,12.98,82.5
2023-05-12,12.52,1.28,0.0,1.28,10.83,15.11,13.46,80.57
2023-05-13,13.35,0.0,0.0,0.0,10.88,16.49,6.31,78.4
2023-05-14,13.98,0.59,0.0,0.59,9.16,19.4,7.65,68.83
2023-05-15,15.2,0.0,0.0,0.0,7.72,21.28,6.54,60.66
2023-05-16,16.39,0.0,0.0,0.0,9.38,21.95,6.87,61.64
2023-05-17,16.68,0.09,0.0,0.09,10.5,23.24,9.76,64.63
2023-05-18,16.47,5.27,0.0,5.27,10.97,22.47,7.27,75.73
2023-05-19,16.01,5.8,0.0,5.8,12.05,19.96,8.55,83.41
2023-05-20,15.94,0.53,0.0,0.53,11.96,20.61,9.98,81.95
2023-05-21,15.98,2.59,0.0,2.59,12.32,20.65,5.93,83.27
2023-05-22,16.34,2.51,0.0,2.51,12.82,20.91,4.58,87.42
2023-05-23,16.32,6.65,0.0,6.65,13.28,20.92,4.05,88.72
2023-05-24,17.21,1.1,0.0,1.1,13.24,21.9,4.17,84.98
2023-05-25,16.71,1.8,0.0,1.8,13.27,22.2,5.24,86.36
2023-05-26,17.73,1.35,0.0,1.35,14.08,21.8,5.75,84.46
2023-05-27,18.62,0.13,0.0,0.13,13.47,23.81,5.02,79.57
2023-05-28,19.04,2.22,0.0,2.22,15.63,23.69,5.16,82.35
2023-05-29,19.22,0.96,0.0,0.96,15.13,23.83,5.39,80.8
2023-05-30,18.56,5.76,0.0,5.76,15.08,21.96,4.95,84.1
2023-05-31,18.53,15.5,0.0,15.5,15.67,21.97,4.6,85.41
2023-06-01,18.75,0.29,0.0,0.29,14.2,23.28,8.1,76.39
2023-06-02,20.08,0.0,0.0,0.0,15.24,24.95,4.54,74.27
2023-06-03,20.06,4.01,0.0,4.01,15.67,25.94,6.07,82.93
2023-06-04,18.88,12.59,0.0,12.59,16.14,23.3,5.97,87.37
2023-06-05,17.88,18.24,0.0,18.24,16.43,21.15,7.78,88.88
2023-06-06,18.59,8.16,0.0,8.16,16.69,21.93,9.41,81.36
2023-06-07,18.86,0.0,0.0,0.0,12.16,24.31,5.86,72.06
2023-06-08,19.68,0.0,0.0,0.0,12.78,25.77,6.54,74.57
2023-06-09,19.64,3.4,0.0,3.4,17.12,23.83,5.73,83.74
2023-06-10,20.04,0.37,0.0,0.37,16.17,23.88,6.65,80.49
2023-06-11,20.31,0.67,0.0,0.67,14.89,25.63,4.99,79.29
2023-06-12,20.47,7.31,0.0,7.31,17.77,23.37,4.68,82.27
2023-06-13,19.64,20.88,0.0,20.88,17.71,21.8,6.86,85.09
2023-06-14,20.34,0.74,0.0,0.74,17.97,23.15,10.57,80.63
2023-06-15,20.87,0.0,0.0,0.0,17.18,24.72,8.72,73.87
2023-06-16,21.91,0.26,0.0,0.26,15.59,27.3,5.86,72.86
2023-06-17,22.11,2.38,0.0,2.38,16.93,28.06,8.87,76.83
2023-06-18,20.87,8.74,0.0,8.74,17.3,25.53,8.83,78.61
2023-06-19,21.02,0.49,0.0,0.49,17.52,25.38,7.3,80.8
2023-06-20,21.15,16.84,0.0,16.84,17.87,25.07,7.0,83.75
2023-06-21,21.69,0.08,0.0,0.08,17.75,25.75,10.75,74.01
2023-06-22,21.8,0.62,0.0,0.62,15.6,26.38,9.86,71.71
2023-06-23,21.77,0.0,0.0,0.0,16.77,26.58,11.14,68.74
2023-06-24,22.06,0.0,0.0,0.0,14.39,28.13,6.8,65.23
2023-06-25,22.93,0.0,0.0,0.0,16.67,28.81,8.12,69.62
