,Kuzalan şelalesi Tabiat Parkı - Giresun_temp,Kuzalan şelalesi Tabiat Parkı - Giresun_prcp,Kuzalan şelalesi Tabiat Parkı - Giresun_snow,Kuzalan şelalesi Tabiat Parkı - Giresun_rain,Kuzalan şelalesi Tabiat Parkı - Giresun_tmin,Kuzalan şelalesi Tabiat Parkı - Giresun_tmax,Kuzalan şelalesi Tabiat Parkı - Giresun_wspd,Kuzalan şelalesi Tabiat Parkı - Giresun_rhum
2025-09-06,20.84,2.16,0.0,2.16,18.01,24.1,7.24,80.41
2025-09-07,18.25,21.28,0.0,21.28,15.9,20.38,14.46,84.91
2025-09-08,18.21,0.28,0.0,0.28,16.04,20.89,12.86,79.13
2025-09-09,18.58,3.47,0.0,3.47,15.99,21.52,14.32,80.52
2025-09-10,18.02,0.23,0.0,0.23,14.98,22.35,9.23,72.09
2025-09-11,17.47,0.29,0.0,0.29,14.84,21.03,9.64,75.84
2025-09-12,17.46,0.0,0.0,0.0,13.97,21.71,9.12,72.94
2025-09-13,17.69,0.08,0.0,0.08,14.82,21.6,14.89,74.96
2025-09-14,16.83,0.0,0.0,0.0,13.81,20.83,12.64,69.96
2025-09-15,17.09,0.0,0.0,0.0,12.87,21.47,9.16,69.77
2025-09-16,17.15,1.31,0.0,1.31,14.35,20.68,13.19,70.36
2025-09-17,17.37,0.0,0.0,0.0,13.78,21.66,10.38,74.48
2025-09-18,15.87,8.18,0.0,8.18,12.18,20.71,18.87,74.98
2025-09-19,13.57,14.24,0.0,14.24,11.44,15.91,29.27,73.34
2025-09-20,13.7,23.2,0.0,23.2,11.68,16.25,29.45,84.59
2025-09-21,13.77,3.65,0.0,3.65,10.65,16.68,19.59,75.68
2025-09-22,13.92,0.0,0.0,0.0,9.81,18.36,11.72,71.98
2025-09-23,15.01,0.0,0.0,0.0,10.95,19.35,9.6,74.17
2025-09-24,15.87,0.0,0.0,0.0,12.06,20.15,7.0,73.08
2025-09-25,15.97,0.46,0.0,0.46,13.12,19.56,9.39,75.1
2025-09-26,14.19,0.55,0.0,0.55,11.21,18.32,17.08,79.65
2025-09-27,12.42,0.56,0.0,0.56,10.06,15.55,17.89,75.34
2025-09-28,13.35,0.05,0.0,0.05,9.01,17.32,12.74,72.42
2025-09-29,15.5,1.12,0.0,1.12,12.2,18.57,12.56,71.55
2025-09-30,13.01,28.06,0.0,28.06,11.57,15.32,9.8,88.04
2025-10-01,12.39,6.37,0.0,6.37,10.7,15.17,7.0,84.44
2025-10-02,12.7,6.1,0.0,6.1,10.27,16.09,7.16,82.66
2025-10-03,14.48,0.0,0.0,0.0,10.27,18.63,11.73,75.88
2025-10-04,17.91,0.0,0.0,0.0,13.53,24.12,15.02,58.69
2025-10-05,15.81,0.0,0.0,0.0,13.41,19.08,13.08,76.11
2025-10-06,15.13,0.0,0.0,0.0,12.18,19.24,8.1,80.16
2025-10-07,15.23,0.0,0.0,0.0,11.92,19.3,11.66,72.46
2025-10-08,17.18,0.56,0.0,0.56,12.94,22.17,12.07,65.2
2025-10-09,14.13,18.33,0.0,18.33,11.34,17.63,13.35,81.55
2025-10-10,13.28,1.94,0.0,1.94,9.96,16.73,9.1,74.12
2025-10-11,12.6,0.25,0.0,0.25,9.72,16.5,12.58,72.11
2025-10-12,9.33,9.52,0.0,9.52,7.2,12.58,20.69,79.49
2025-10-13,10.3,0.34,0.0,0.34,7.27,14.12,14.17,71.46
2025-10-14,10.9,0.0,0.0,0.0,7.3,15.12,10.69,66.59
2025-10-15,11.83,0.0,0.0,0.0,8.75,16.25,8.82,71.79
2025-10-16,10.89,1.14,0.0,1.14,8.34,14.23,9.58,81.6
2025-10-17,11.51,0.74,0.0,0.74,8.85,15.41,13.05,79.39
2025-10-18,12.55,0.0,0.0,0.0,9.34,16.5,8.89,73.25
2025-10-19,13.15,0.94,0.0,0.94,10.43,16.32,9.84,76.8
2025-10-20,9.04,16.73,0.0,16.73,7.22,11.91,14.36,86.99
2025-10-21,9.79,0.12,0.0,0.12,6.57,13.71,11.84,78.33
2025-10-22,11.77,0.12,0.0,0.12,7.21,16.01,10.15,66.62
2025-10-23,13.9,0.15,0.0,0.15,11.94,17.13,10.96,71.01
2025-10-24,14.7,0.43,0.0,0.43,12.03,18.9,13.5,69.42
2025-10-25,14.83,0.42,0.0,0.42,10.87,19.15,16.07,70.61
2025-10-26,12.03,12.61,0.0,12.61,10.3,13.95,12.57,86.73
2025-10-27,15.49,0.0,0.0,0.0,9.93,23.73,13.74,67.38
2025-10-28,14.54,0.28,0.0,0.28,11.48,18.64,18.72,73.93
2025-10-29,10.07,21.26,0.0,21.26,7.54,12.58,18.78,85.65
2025-10-30,9.46,0.0,0.0,0.0,6.53,13.36,10.11,68.12
2025-10-31,11.11,0.0,0.0,0.0,6.77,16.5,7.93,59.49
2025-11-01,11.16,0.0,0.0,0.0,8.26,15.8,8.79,64.16
2025-11-02,10.19,0.0,0.0,0.0,7.62,14.46,9.69,72.79
2025-11-03,10.51,0.0,0.0,0.0,7.45,14.04,8.24,61.78
2025-11-04,11.87,0.21,0.0,0.21,8.38,15.82,7.43,61.78
2025-11-05,11.47,0.0,0.0,0.0,9.1,15.3,7.1,73.4
2025-11-06,11.33,0.0,0.0,0.0,8.97,14.95,9.21,74.97
2025-11-07,11.66,0.0,0.0,0.0,9.05,14.9,8.82,70.97
2025-11-08,12.56,0.0,0.0,0.0,10.55,14.87,12.7,68.15
2025-11-09,11.73,0.0,0.0,0.0,9.01,15.13,8.68,68.98
2025-11-10,11.05,0.0,0.0,0.0,8.2,14.61,10.37,67.32
2025-11-11,13.62,0.0,0.0,0.0,9.15,20.12,11.93,58.15
2025-11-12,12.68,1.95,0.0,1.95,10.25,16.15,12.66,69.09
2025-11-13,9.12,18.61,0.0,18.61,7.34,12.02,13.2,86.86
2025-11-14,7.24,36.39,0.0,36.39,5.71,9.37,14.94,86.66
2025-11-15,8.09,22.44,0.0,22.44,6.17,9.78,11.08,87.14
2025-11-16,8.63,4.18,0.0,4.18,6.44,11.49,12.62,84.86
2025-11-17,9.62,0.0,0.0,0.0,7.0,14.23,11.19,68.43
2025-11-18,10.99,0.0,0.0,0.0,7.94,15.11,12.45,59.69
2025-11-19,11.33,0.0,0.0,0.0,8.75,15.61,11.85,54.17
2025-11-20,11.39,0.0,0.0,0.0,8.72,16.63,11.01,47.24
2025-11-21,10.98,0.0,0.0,0.0,7.79,15.23,11.19,46.13
2025-11-22,14.15,0.0,0.0,0.0,9.29,20.77,12.74,45.96
2025-11-23,14.9,0.0,0.0,0.0,11.9,19.67,13.62,41.51
2025-11-24,12.55,0.0,0.0,0.0,9.56,17.27,15.36,52.58
2025-11-25,10.23,0.0,0.0,0.0,8.45,13.32,9.2,69.34
2025-11-26,10.46,0.0,0.0,0.0,7.95,14.66,9.28,62.58
2025-11-27,10.34,0.0,0.0,0.0,8.46,13.49,9.94,63.3
2025-11-28,10.0,0.0,0.0,0.0,7.75,14.05,9.04,57.97
2025-11-29,9.9,0.0,0.0,0.0,7.76,14.2,10.4,55.94
2025-11-30,10.87,0.27,0.0,0.27,8.18,14.2,12.13,64.87
2025-12-01,8.83,4.42,0.0,4.42,6.1,11.88,11.32,78.78
2025-12-02,7.25,0.59,0.0,0.59,4.76,9.91,8.42,78.7
2025-12-03,6.38,0.0,0.0,0.0,4.3,10.02,10.11,72.51
2025-12-04,6.42,0.0,0.0,0.0,4.21,9.62,9.28,62.87
2025-12-05,7.22,0.0,0.0,0.0,4.56,10.86,10.44,59.01
2025-12-06,10.39,0.93,0.0,0.93,7.8,14.16,12.1,64.47
2025-12-07,9.92,2.22,0.0,2.22,8.55,12.13,10.76,78.6
2025-12-08,9.83,0.0,0.0,0.0,8.1,12.55,9.96,71.96
2025-12-09,7.98,11.37,0.0,11.37,6.71,9.92,11.07,88.04
2025-12-10,6.82,15.18,0.0,15.18,5.74,8.14,9.04,91.6
2025-12-11,5.47,16.71,0.0,16.71,4.36,6.33,10.86,90.65
2025-12-12,5.96,2.18,0.0,2.18,4.61,7.96,8.13,81.93
2025-12-13,5.82,9.04,0.0,9.04,3.42,7.65,22.26,75.8
2025-12-14,3.65,5.03,0.0,5.03,2.01,5.49,10.72,81.22
2025-12-15,4.28,5.32,0.0,5.32,2.37,6.3,17.36,78.06
2025-12-16,2.26,15.89,0.0,15.89,0.82,4.84,20.27,87.62
2025-12-17,2.83,0.43,0.0,0.43,0.74,6.27,8.77,73.71
2025-12-18,3.83,0.0,0.0,0.0,0.96,7.6,9.82,64.01
2025-12-19,4.66,0.0,0.0,0.0,2.3,8.66,7.75,63.47
2025-12-20,4.56,0.0,0.0,0.0,2.56,7.93,9.54,67.13
2025-12-21,5.51,0.0,0.0,0.0,2.15,8.37,9.16,65.23
2025-12-22,6.83,0.0,0.0,0.0,4.96,9.22,7.9,67.8
2025-12-23,6.07,0.0,0.0,0.0,3.98,8.34,8.73,74.22
2025-12-24,5.93,2.32,0.0,2.32,4.16,7.82,10.72,81.51
2025-12-25,4.45,8.23,0.0,8.23,3.27,6.11,9.98,89.09
2025-12-26,2.96,8.73,0.0,8.73,1.07,4.5,8.92,88.34
2025-12-27,0.49,11.14,11.14,0.0,-1.46,2.79,18.58,83.65
2025-12-28,0.75,0.09,0.09,0.0,-2.25,3.47,17.03,56.25
2025-12-29,1.65,0.98,0.98,0.0,-0.51,3.96,23.12,52.8
2025-12-30,2.05,0.22,0.0,0.22,-0.9,5.72,24.67,47.6
2025-12-31,2.17,6.33,0.0,6.33,-1.1,5.85,25.4,66.17
2026-01-01,-2.49,28.32,28.32,0.0,-4.31,0.13,18.25,90.16
