,Güzeldere selalesi Tabiat Parkı - Düzce_temp,Güzeldere selalesi Tabiat Parkı - Düzce_prcp,Güzeldere selalesi Tabiat Parkı - Düzce_snow,Güzeldere selalesi Tabiat Parkı - Düzce_rain,Güzeldere selalesi Tabiat Parkı - Düzce_tmin,Güzeldere selalesi Tabiat Parkı - Düzce_tmax,Güzeldere selalesi Tabiat Parkı - Düzce_wspd,Güzeldere selalesi Tabiat Parkı - Düzce_rhum
2025-03-31,11.04,3.05,0.0,3.05,6.57,17.52,5.86,80.13
2025-04-01,11.8,1.99,0.0,1.99,7.72,17.12,6.38,74.61
2025-04-02,8.79,3.81,0.0,3.81,6.54,12.7,5.32,82.83
2025-04-03,7.96,4.91,0.0,4.91,3.85,11.45,6.46,84.59
2025-04-04,7.35,0.18,0.0,0.18,1.47,13.56,5.11,80.24
2025-04-05,8.67,0.09,0.0,0.09,3.1,15.36,5.47,74.83
2025-04-06,8.64,1.36,0.0,1.36,2.69,16.77,8.07,73.0
2025-04-07,6.25,6.34,0.0,6.34,0.86,13.94,9.51,79.77
2025-04-08,2.83,2.47,0.0,2.47,0.86,4.48,6.99,79.74
2025-04-09,1.59,2.64,2.64,0.0,-1.87,4.02,6.11,78.68
2025-04-10,4.17,0.97,0.0,0.97,-4.12,10.87,7.64,62.65
2025-04-11,-0.37,8.51,8.51,0.0,-3.73,2.91,11.21,76.15
2025-04-12,0.88,7.31,7.31,0.0,-2.99,3.37,7.87,79.88
2025-04-13,2.86,3.66,0.0,3.66,-3.35,8.55,4.76,73.7
2025-04-14,4.4,0.0,0.0,0.0,-2.78,12.42,6.3,68.24
2025-04-15,6.65,0.0,0.0,0.0,-1.93,16.07,5.9,70.31
2025-04-16,9.57,0.0,0.0,0.0,-0.22,19.76,6.24,66.9
2025-04-17,11.12,0.0,0.0,0.0,2.15,21.67,6.2,70.79
2025-04-18,11.91,0.0,0.0,0.0,5.07,22.13,5.94,70.97
2025-04-19,10.57,0.3,0.0,0.3,6.16,18.31,6.45,76.13
2025-04-20,11.01,0.0,0.0,0.0,5.58,17.93,6.75,75.36
2025-04-21,12.07,0.0,0.0,0.0,3.09,21.6,5.46,69.78
2025-04-22,11.2,0.0,0.0,0.0,5.3,19.2,6.88,72.42
2025-04-23,10.81,2.26,0.0,2.26,6.92,16.58,7.59,75.54
2025-04-24,8.89,0.96,0.0,0.96,6.22,14.6,7.57,82.0
2025-04-25,9.55,7.9,0.0,7.9,4.97,15.87,6.72,78.94
2025-04-26,11.21,0.64,0.0,0.64,3.6,19.88,5.27,75.01
2025-04-27,8.49,5.68,0.0,5.68,4.46,14.1,7.51,83.99
2025-04-28,8.18,0.14,0.0,0.14,5.63,12.38,13.14,74.41
2025-04-29,7.99,0.05,0.0,0.05,4.78,12.98,11.6,71.71
2025-04-30,8.19,0.0,0.0,0.0,5.42,13.01,9.63,74.65
2025-05-01,7.92,3.87,0.0,3.87,4.76,12.07,5.68,87.11
2025-05-02,7.89,4.62,0.0,4.62,5.47,10.63,4.87,87.99
2025-05-03,9.73,0.59,0.0,0.59,3.12,17.57,5.53,74.65
2025-05-04,11.17,0.0,0.0,0.0,0.85,21.84,4.14,62.49
2025-05-05,14.64,0.0,0.0,0.0,3.52,24.67,4.77,57.53
2025-05-06,17.41,0.0,0.0,0.0,9.42,25.0,4.48,63.36
2025-05-07,17.78,2.05,0.0,2.05,10.84,26.26,5.19,68.48
2025-05-08,16.97,0.26,0.0,0.26,9.02,25.62,5.49,71.78
2025-05-09,16.41,0.52,0.0,0.52,9.97,24.63,7.32,70.84
2025-05-10,11.7,9.51,0.0,9.51,8.65,16.59,10.4,82.82
2025-05-11,9.76,10.94,0.0,10.94,5.97,13.71,7.13,84.04
2025-05-12,10.85,0.0,0.0,0.0,3.8,17.51,6.71,73.83
2025-05-13,9.24,0.33,0.0,0.33,4.08,14.01,8.31,74.72
2025-05-14,8.14,0.0,0.0,0.0,2.49,13.98,7.43,70.36
2025-05-15,10.13,0.0,0.0,0.0,-0.09,20.03,4.54,61.65
2025-05-16,13.0,0.06,0.0,0.06,3.95,21.67,4.9,67.47
2025-05-17,15.41,1.93,0.0,1.93,9.3,21.6,9.23,69.24
2025-05-18,11.71,9.07,0.0,9.07,5.56,16.65,6.16,81.18
2025-05-19,12.28,0.17,0.0,0.17,2.63,21.91,4.66,64.07
2025-05-20,12.43,0.05,0.0,0.05,5.26,19.07,7.44,65.89
2025-05-21,15.04,0.0,0.0,0.0,4.7,24.5,5.0,63.06
2025-05-22,18.47,0.53,0.0,0.53,7.25,28.0,4.3,62.36
2025-05-23,19.65,0.62,0.0,0.62,11.25,28.36,4.98,65.19
2025-05-24,19.77,0.0,0.0,0.0,11.02,28.52,6.0,62.59
2025-05-25,19.15,0.25,0.0,0.25,11.92,28.15,7.23,68.59
2025-05-26,15.43,9.56,0.0,9.56,11.01,20.9,8.4,83.23
2025-05-27,14.32,8.72,0.0,8.72,8.75,19.74,7.93,69.65
2025-05-28,15.81,0.0,0.0,0.0,8.2,22.71,7.03,67.19
2025-05-29,14.61,2.48,0.0,2.48,8.95,21.11,4.7,75.82
2025-05-30,14.52,0.05,0.0,0.05,8.74,21.11,6.18,74.47
2025-05-31,14.26,4.53,0.0,4.53,9.75,18.88,6.24,80.35
2025-06-01,15.02,4.24,0.0,4.24,10.55,20.26,5.99,80.82
2025-06-02,15.77,0.16,0.0,0.16,9.13,22.62,5.15,75.89
2025-06-03,16.98,0.0,0.0,0.0,8.71,25.3,5.53,69.83
2025-06-04,18.67,0.0,0.0,0.0,8.37,27.89,4.71,62.48
2025-06-05,19.54,0.0,0.0,0.0,9.68,28.48,7.05,58.88
2025-06-06,19.14,0.0,0.0,0.0,11.26,27.62,7.47,68.65
2025-06-07,19.32,0.0,0.0,0.0,12.36,27.35,5.58,72.36
2025-06-08,17.93,0.0,0.0,0.0,12.56,25.8,5.79,75.12
2025-06-09,18.95,0.0,0.0,0.0,12.78,27.16,5.72,75.42
2025-06-10,19.38,0.21,0.0,0.21,12.09,26.98,6.95,73.36
2025-06-11,21.09,0.0,0.0,0.0,15.73,27.43,7.45,75.77
2025-06-12,20.93,0.0,0.0,0.0,15.07,27.23,7.36,75.19
2025-06-13,18.7,0.0,0.0,0.0,13.28,24.39,10.22,69.53
2025-06-14,16.84,0.0,0.0,0.0,10.14,22.51,8.47,63.0
2025-06-15,15.72,0.74,0.0,0.74,9.41,21.85,5.83,68.12
2025-06-16,16.28,0.0,0.0,0.0,8.05,23.64,5.23,65.3
2025-06-17,17.87,0.0,0.0,0.0,8.13,25.86,4.9,61.12
2025-06-18,19.1,0.0,0.0,0.0,9.27,27.47,6.33,61.41
2025-06-19,19.14,0.0,0.0,0.0,11.34,26.97,6.83,65.72
2025-06-20,20.19,0.0,0.0,0.0,9.85,29.72,6.34,59.48
2025-06-21,18.6,1.12,0.0,1.12,13.1,23.05,11.34,59.54
2025-06-22,16.18,0.09,0.0,0.09,8.75,22.73,8.8,60.7
2025-06-23,17.97,0.0,0.0,0.0,7.21,27.11,5.05,58.53
2025-06-24,19.61,0.0,0.0,0.0,8.78,29.44,6.68,51.59
2025-06-25,21.1,0.0,0.0,0.0,9.21,32.19,4.99,48.41
2025-06-26,22.22,0.0,0.0,0.0,11.14,32.19,5.44,47.89
2025-06-27,22.01,0.0,0.0,0.0,13.12,31.5,8.28,48.84
2025-06-28,20.11,0.0,0.0,0.0,10.62,27.92,8.08,52.78
2025-06-29,17.22,4.91,0.0,4.91,11.99,21.53,8.17,71.19
2025-06-30,18.32,0.62,0.0,0.62,9.94,25.59,4.58,69.24
2025-07-01,19.38,2.48,0.0,2.48,12.46,25.81,6.97,73.59
2025-07-02,18.57,2.1,0.0,2.1,11.49,24.07,7.84,61.06
2025-07-03,18.27,0.0,0.0,0.0,10.03,25.44,6.44,62.48
2025-07-04,18.42,0.0,0.0,0.0,9.98,25.5,7.32,62.95
2025-07-05,20.07,0.0,0.0,0.0,10.28,28.32,7.78,60.89
2025-07-06,21.39,0.0,0.0,0.0,11.96,31.2,6.65,60.72
2025-07-07,22.73,0.0,0.0,0.0,13.52,33.42,6.03,58.07
2025-07-08,22.42,0.0,0.0,0.0,13.59,31.93,6.15,62.32
2025-07-09,24.72,0.0,0.0,0.0,12.15,35.74,5.33,53.91
2025-07-10,20.86,0.0,0.0,0.0,16.27,24.1,9.43,66.82
2025-07-11,20.82,0.0,0.0,0.0,15.69,25.81,8.44,71.53
2025-07-12,21.11,0.56,0.0,0.56,16.54,25.4,8.89,72.48
2025-07-13,22.05,0.0,0.0,0.0,14.92,28.72,8.74,64.89
2025-07-14,22.36,0.0,0.0,0.0,14.38,29.61,8.0,64.19
2025-07-15,22.52,0.0,0.0,0.0,15.08,30.1,9.46,64.9
2025-07-16,23.16,0.0,0.0,0.0,16.4,30.88,7.95,62.54
2025-07-17,23.32,0.0,0.0,0.0,14.63,31.96,6.81,61.07
2025-07-18,21.65,0.21,0.0,0.21,16.58,27.95,7.24,73.65
2025-07-19,22.96,2.56,0.0,2.56,17.66,28.84,9.35,68.42
2025-07-20,21.87,0.0,0.0,0.0,14.25,29.78,7.29,59.6
2025-07-21,21.51,0.0,0.0,0.0,11.92,30.98,5.88,52.82
2025-07-22,23.27,0.0,0.0,0.0,11.08,34.45,5.01,46.59
2025-07-23,24.89,0.0,0.0,0.0,13.08,36.4,6.59,43.53
2025-07-24,24.52,0.0,0.0,0.0,16.19,33.24,7.77,56.31
2025-07-25,24.21,0.0,0.0,0.0,16.61,33.49,8.47,58.25
2025-07-26,23.82,0.0,0.0,0.0,13.9,32.64,9.21,56.66
2025-07-27,26.56,0.0,0.0,0.0,14.77,36.47,4.69,55.6
2025-07-28,25.61,0.0,0.0,0.0,16.0,35.41,5.84,56.3
2025-07-29,26.89,0.0,0.0,0.0,18.82,34.35,7.02,59.96
2025-07-30,24.59,1.31,0.0,1.31,18.12,32.16,9.06,67.65
2025-07-31,23.41,1.64,0.0,1.64,20.28,26.84,12.84,69.82
2025-08-01,21.66,0.54,0.0,0.54,18.21,25.92,10.62,71.11
2025-08-02,22.4,8.33,0.0,8.33,19.16,27.04,10.8,74.81
2025-08-03,21.7,3.83,0.0,3.83,17.25,27.35,6.65,75.23
2025-08-04,22.38,0.0,0.0,0.0,14.68,29.88,7.86,67.71
2025-08-05,22.99,0.0,0.0,0.0,16.63,29.85,7.85,70.59
2025-08-06,24.8,0.28,0.0,0.28,18.95,33.18,8.69,67.01
2025-08-07,23.46,0.16,0.0,0.16,18.19,29.52,10.03,67.12
2025-08-08,23.59,2.72,0.0,2.72,19.33,29.55,9.91,71.78
2025-08-09,23.05,0.09,0.0,0.09,18.05,28.96,9.45,72.19
2025-08-10,22.79,0.0,0.0,0.0,15.69,30.64,9.77,64.37
2025-08-11,22.09,0.0,0.0,0.0,13.67,30.43,8.38,60.07
2025-08-12,21.42,0.0,0.0,0.0,12.65,29.03,10.32,63.13
2025-08-13,22.73,0.05,0.0,0.05,17.32,30.44,10.4,66.95
2025-08-14,22.04,0.0,0.0,0.0,14.6,30.35,9.85,67.24
2025-08-15,21.76,0.0,0.0,0.0,16.13,28.53,12.23,61.66
2025-08-16,20.16,0.0,0.0,0.0,13.14,27.55,12.64,59.24
2025-08-17,21.24,0.0,0.0,0.0,12.29,31.6,6.46,61.83
2025-08-18,21.19,0.4,0.0,0.4,15.61,26.93,6.55,67.77
2025-08-19,21.1,0.23,0.0,0.23,15.64,27.76,7.23,69.53
2025-08-20,18.97,2.33,0.0,2.33,14.17,24.53,6.62,72.88
2025-08-21,19.58,0.0,0.0,0.0,11.65,28.47,6.35,68.48
2025-08-22,22.16,0.0,0.0,0.0,11.35,34.69,4.48,55.78
2025-08-23,21.78,0.0,0.0,0.0,14.67,28.8,8.12,59.19
2025-08-24,20.37,1.04,0.0,1.04,14.73,25.44,6.65,68.36
2025-08-25,19.12,0.13,0.0,0.13,13.57,25.09,10.64,63.29
2025-08-26,18.02,0.0,0.0,0.0,9.85,25.74,8.65,64.41
2025-08-27,19.35,0.0,0.0,0.0,11.23,26.91,9.36,66.94
2025-08-28,20.55,0.0,0.0,0.0,13.14,28.06,8.16,68.42
2025-08-29,20.53,0.0,0.0,0.0,12.76,28.98,6.28,68.6
2025-08-30,20.85,0.0,0.0,0.0,12.91,30.61,6.53,68.48
2025-08-31,22.97,0.0,0.0,0.0,13.5,33.11,5.55,55.94
2025-09-01,22.12,0.0,0.0,0.0,16.0,28.66,7.97,58.6
2025-09-02,20.45,0.0,0.0,0.0,13.0,28.23,5.34,63.89
2025-09-03,20.17,0.0,0.0,0.0,12.92,26.65,7.33,69.83
2025-09-04,20.55,0.0,0.0,0.0,12.44,28.72,9.37,70.24
2025-09-05,21.51,0.16,0.0,0.16,15.12,29.09,8.11,71.42
2025-09-06,18.19,28.13,0.0,28.13,15.19,21.89,7.24,84.71
2025-09-07,18.41,5.64,0.0,5.64,15.36,23.28,7.15,77.06
2025-09-08,18.53,0.47,0.0,0.47,13.88,23.17,5.8,72.18
2025-09-09,18.66,0.0,0.0,0.0,10.96,25.56,4.98,71.83
2025-09-10,18.12,0.0,0.0,0.0,10.4,25.79,5.1,69.36
2025-09-11,18.81,0.0,0.0,0.0,11.22,26.12,5.43,70.13
2025-09-12,19.03,0.35,0.0,0.35,13.1,28.01,6.42,74.36
2025-09-13,19.07,1.02,0.0,1.02,13.99,25.25,8.05,73.36
2025-09-14,18.76,0.12,0.0,0.12,15.01,24.86,8.78,71.89
2025-09-15,17.25,0.0,0.0,0.0,12.88,22.53,5.52,74.77
2025-09-16,17.07,0.0,0.0,0.0,10.28,24.47,6.02,67.53
2025-09-17,16.76,0.0,0.0,0.0,7.99,27.08,5.61,66.65
2025-09-18,14.31,15.63,0.0,15.63,10.27,17.68,7.76,80.59
2025-09-19,14.02,2.12,0.0,2.12,9.51,20.09,6.75,75.64
2025-09-20,14.22,0.0,0.0,0.0,8.55,21.36,6.01,69.94
2025-09-21,15.01,0.0,0.0,0.0,7.1,23.44,7.08,72.53
2025-09-22,16.42,0.0,0.0,0.0,8.39,27.11,4.98,72.31
2025-09-23,16.78,0.0,0.0,0.0,8.14,27.77,3.99,71.72
2025-09-24,17.38,0.0,0.0,0.0,9.73,25.57,4.45,75.36
2025-09-25,17.81,0.82,0.0,0.82,13.24,23.27,6.63,74.18
2025-09-26,15.67,1.17,0.0,1.17,10.72,21.6,11.03,73.3
2025-09-27,14.27,0.19,0.0,0.19,12.15,17.7,10.89,67.05
2025-09-28,14.11,0.0,0.0,0.0,11.95,17.58,6.85,69.52
2025-09-29,12.37,11.05,0.0,11.05,11.44,13.63,4.24,90.17
2025-09-30,12.59,4.36,0.0,4.36,8.81,17.04,5.76,85.46
2025-10-01,11.42,0.08,0.0,0.08,5.27,18.32,5.41,76.7
2025-10-02,13.23,0.0,0.0,0.0,5.09,21.55,6.47,71.0
2025-10-03,15.74,1.1,0.0,1.1,9.3,25.85,6.42,69.82
2025-10-04,15.39,3.76,0.0,3.76,11.45,22.03,6.23,75.29
2025-10-05,14.36,0.16,0.0,0.16,8.77,20.65,4.96,73.65
2025-10-06,14.16,0.0,0.0,0.0,6.63,23.85,4.36,69.59
2025-10-07,13.67,7.15,0.0,7.15,10.18,18.92,3.92,82.47
2025-10-08,12.43,11.39,0.0,11.39,9.44,16.78,5.13,85.76
2025-10-09,10.19,2.3,0.0,2.3,7.48,12.81,7.98,87.16
2025-10-10,11.05,5.66,0.0,5.66,6.06,17.45,5.89,76.58
2025-10-11,8.21,9.16,0.0,9.16,4.7,12.76,6.06,87.58
2025-10-12,8.9,3.62,0.0,3.62,6.2,12.82,6.17,86.87
2025-10-13,11.25,0.27,0.0,0.27,7.42,17.18,4.08,81.17
2025-10-14,11.67,0.92,0.0,0.92,6.31,18.1,3.68,78.41
2025-10-15,11.11,0.85,0.0,0.85,8.12,15.36,4.48,82.53
2025-10-16,11.05,0.02,0.0,0.02,6.69,16.39,6.7,81.82
2025-10-17,12.66,0.0,0.0,0.0,7.37,20.66,4.4,79.01
2025-10-18,12.57,0.53,0.0,0.53,6.16,19.01,3.59,81.94
2025-10-19,11.65,14.35,0.0,14.35,9.77,14.15,5.3,90.94
2025-10-20,9.7,2.05,0.0,2.05,3.42,15.98,5.83,76.35
2025-10-21,8.49,0.0,0.0,0.0,1.71,17.35,3.69,77.46
2025-10-22,11.93,1.44,0.0,1.44,7.5,18.72,2.46,82.57
2025-10-23,12.94,3.82,0.0,3.82,9.95,16.26,3.4,89.93
2025-10-24,15.93,0.14,0.0,0.14,9.62,22.0,6.88,76.3
2025-10-25,12.0,16.5,0.0,16.5,10.21,13.63,4.93,90.22
2025-10-26,12.51,0.3,0.0,0.3,6.91,19.58,3.71,80.88
2025-10-27,15.96,4.22,0.0,4.22,9.18,24.28,8.83,69.18
2025-10-28,11.39,24.7,0.0,24.7,7.75,15.35,5.69,86.82
2025-10-29,8.84,1.94,0.0,1.94,2.85,15.65,4.46,76.28
2025-10-30,8.42,0.0,0.0,0.0,0.71,20.26,2.69,72.04
2025-10-31,9.55,0.0,0.0,0.0,2.55,19.08,3.45,73.87
2025-11-01,9.14,0.0,0.0,0.0,2.46,19.2,3.16,74.7
2025-11-02,9.04,0.0,0.0,0.0,2.05,18.02,2.82,75.71
2025-11-03,10.62,0.0,0.0,0.0,3.93,19.9,3.42,74.11
2025-11-04,12.13,0.0,0.0,0.0,5.13,21.24,3.37,75.36
2025-11-05,12.47,0.14,0.0,0.14,8.89,17.14,5.07,83.65
2025-11-06,13.23,0.0,0.0,0.0,9.25,18.57,5.27,78.54
2025-11-07,13.06,0.75,0.0,0.75,8.28,19.48,3.33,80.42
2025-11-08,11.83,0.0,0.0,0.0,7.41,19.13,2.83,82.36
2025-11-09,11.51,0.0,0.0,0.0,4.9,20.7,2.91,78.65
2025-11-10,10.71,0.0,0.0,0.0,5.09,18.11,2.41,80.41
2025-11-11,11.19,2.26,0.0,2.26,5.31,18.25,4.86,80.53
2025-11-12,10.15,14.1,0.0,14.1,8.86,11.69,6.71,92.47
2025-11-13,9.01,1.18,0.0,1.18,5.01,13.65,3.48,85.76
2025-11-14,6.0,0.68,0.0,0.68,2.54,10.64,3.86,85.52
2025-11-15,4.87,0.0,0.0,0.0,0.19,11.99,2.8,80.93
2025-11-16,5.61,0.0,0.0,0.0,-0.89,15.66,3.35,76.28
2025-11-17,10.25,0.0,0.0,0.0,2.06,19.75,5.87,65.63
2025-11-18,12.22,0.0,0.0,0.0,7.42,17.7,6.09,63.57
2025-11-19,11.46,0.0,0.0,0.0,5.89,19.23,3.64,70.75
2025-11-20,10.42,0.0,0.0,0.0,5.07,18.71,3.56,74.11
2025-11-21,11.51,0.0,0.0,0.0,4.66,21.15,5.31,68.93
2025-11-22,13.22,0.0,0.0,0.0,7.03,21.03,5.48,63.88
2025-11-23,13.08,1.24,0.0,1.24,8.1,19.39,5.02,70.89
2025-11-24,9.53,11.28,0.0,11.28,3.87,14.15,4.52,84.0
2025-11-25,6.82,0.0,0.0,0.0,2.84,13.87,3.13,85.29
2025-11-26,8.67,0.0,0.0,0.0,2.45,17.89,4.41,76.53
2025-11-27,10.03,0.0,0.0,0.0,4.35,19.25,4.32,73.17
2025-11-28,9.49,0.0,0.0,0.0,3.17,18.93,3.58,77.88
2025-11-29,9.68,4.28,0.0,4.28,4.9,13.62,5.52,76.83
2025-11-30,8.7,4.43,0.0,4.43,5.74,13.44,4.96,84.24
2025-12-01,6.5,2.33,0.0,2.33,3.21,9.67,3.67,87.41
2025-12-02,5.33,0.0,0.0,0.0,1.6,10.21,2.93,86.23
2025-12-03,4.7,0.0,0.0,0.0,0.26,13.34,2.28,81.58
2025-12-04,5.29,0.0,0.0,0.0,-0.71,13.09,2.64,81.29
2025-12-05,8.84,0.0,0.0,0.0,2.41,14.01,6.23,70.54
2025-12-06,11.16,0.04,0.0,0.04,7.56,14.42,5.97,68.43
2025-12-07,8.95,5.64,0.0,5.64,5.87,11.74,5.02,81.7
2025-12-08,7.0,18.31,0.0,18.31,5.71,8.54,10.24,88.29
2025-12-09,5.86,0.18,0.0,0.18,4.66,7.98,4.59,82.81
2025-12-10,5.86,0.04,0.0,0.04,3.61,8.28,3.16,85.24
2025-12-11,5.96,1.17,0.0,1.17,1.76,9.5,4.42,86.05
2025-12-12,5.01,0.32,0.0,0.32,0.88,10.11,3.0,84.82
2025-12-13,6.49,3.69,0.0,3.69,4.82,8.35,5.06,88.7
2025-12-14,4.98,2.05,0.0,2.05,2.36,7.58,3.96,86.58
2025-12-15,4.05,2.81,0.0,2.81,0.61,6.79,5.86,84.69
2025-12-16,2.36,0.0,0.0,0.0,-1.04,8.3,3.41,80.28
2025-12-17,1.97,0.0,0.0,0.0,-2.21,9.03,3.04,82.28
2025-12-18,1.86,0.0,0.0,0.0,-3.68,10.95,3.22,79.05
2025-12-19,1.95,0.0,0.0,0.0,-3.01,10.91,2.42,76.99
2025-12-20,2.74,0.0,0.0,0.0,-2.95,10.24,2.8,81.47
2025-12-21,3.52,0.06,0.0,0.06,-0.2,6.93,2.39,81.16
2025-12-22,4.65,8.17,0.0,8.17,3.11,6.25,2.56,91.04
2025-12-23,6.19,0.28,0.0,0.28,4.84,8.13,3.71,91.58
2025-12-24,5.53,0.0,0.0,0.0,1.99,10.06,3.62,86.58
2025-12-25,5.23,2.24,0.0,2.24,2.1,8.35,4.62,86.77
2025-12-26,3.49,5.83,0.0,5.83,0.73,5.44,7.63,86.09
2025-12-27,0.04,9.32,9.32,0.0,-1.21,1.41,10.82,84.68
2025-12-28,-0.1,8.22,8.22,0.0,-2.59,3.8,10.87,84.87
2025-12-29,-0.73,13.46,13.46,0.0,-4.03,1.53,9.42,83.46
2025-12-30,-0.11,2.03,2.03,0.0,-7.39,5.67,6.85,74.11
2025-12-31,-2.47,8.2,8.2,0.0,-7.33,0.02,6.93,87.1
2026-01-01,-5.75,1.2,1.2,0.0,-10.33,-1.65,6.55,80.98
