,Yedigöller Milli Parkı - Bolu_temp,Yedigöller Milli Parkı - Bolu_prcp,Yedigöller Milli Parkı - Bolu_snow,Yedigöller Milli Parkı - Bolu_rain,Yedigöller Milli Parkı - Bolu_tmin,Yedigöller Milli Parkı - Bolu_tmax,Yedigöller Milli Parkı - Bolu_wspd,Yedigöller Milli Parkı - Bolu_rhum
2023-07-22,23.87,0.0,0.0,0.0,14.74,29.51,4.82,64.91
2023-07-23,24.49,0.0,0.0,0.0,14.61,31.31,5.63,59.69
2023-07-24,19.53,2.78,0.0,2.78,16.22,24.58,6.0,72.35
2023-07-25,20.16,0.0,0.0,0.0,9.94,26.49,4.39,63.09
2023-07-26,24.76,0.0,0.0,0.0,12.57,33.67,3.61,53.21
2023-07-27,21.68,6.84,0.0,6.84,14.59,32.05,7.8,68.86
2023-07-28,17.44,1.98,0.0,1.98,13.21,22.96,7.6,71.47
2023-07-29,18.73,0.0,0.0,0.0,11.62,23.82,6.52,69.13
2023-07-30,18.88,0.0,0.0,0.0,11.66,24.15,6.47,70.14
2023-07-31,19.54,0.0,0.0,0.0,12.37,25.42,5.36,74.47
2023-08-01,20.63,0.0,0.0,0.0,15.19,25.34,5.91,77.4
2023-08-02,22.56,0.0,0.0,0.0,15.89,28.29,5.79,72.49
2023-08-03,23.7,0.0,0.0,0.0,12.65,30.54,5.24,61.75
2023-08-04,24.41,0.0,0.0,0.0,13.8,31.18,5.61,59.13
2023-08-05,25.67,0.0,0.0,0.0,15.5,31.88,5.22,65.64
2023-08-06,26.62,0.0,0.0,0.0,15.67,34.27,5.52,59.83
2023-08-07,23.74,0.0,0.0,0.0,16.79,28.53,6.72,62.53
2023-08-08,21.08,0.0,0.0,0.0,14.42,25.68,7.34,73.74
2023-08-09,19.56,2.11,0.0,2.11,15.67,23.28,8.01,77.59
2023-08-10,19.17,1.2,0.0,1.2,15.7,23.62,5.59,79.24
2023-08-11,18.65,5.07,0.0,5.07,16.44,21.97,6.32,82.52
2023-08-12,19.69,2.51,0.0,2.51,14.27,23.78,7.23,77.2
2023-08-13,22.06,0.0,0.0,0.0,15.08,27.01,7.36,76.74
2023-08-14,24.24,0.07,0.0,0.07,16.75,31.95,4.95,76.97
2023-08-15,28.3,0.07,0.0,0.07,20.06,35.2,4.58,66.94
2023-08-16,24.62,0.0,0.0,0.0,17.6,30.61,5.28,73.18
2023-08-17,24.04,0.0,0.0,0.0,15.33,31.38,5.12,74.38
2023-08-18,24.34,0.0,0.0,0.0,14.49,31.41,5.74,70.17
2023-08-19,23.55,0.0,0.0,0.0,14.71,29.46,6.41,71.64
2023-08-20,21.95,0.0,0.0,0.0,14.21,27.28,5.39,74.16
2023-08-21,22.96,0.0,0.0,0.0,13.5,28.26,4.8,70.71
2023-08-22,23.41,0.0,0.0,0.0,13.42,30.54,4.39,61.53
2023-08-23,22.72,0.0,0.0,0.0,13.25,29.95,4.71,61.13
2023-08-24,21.19,0.0,0.0,0.0,12.04,27.94,5.22,70.17
2023-08-25,21.9,0.0,0.0,0.0,12.82,28.37,4.99,69.49
2023-08-26,22.4,0.0,0.0,0.0,12.01,29.61,5.23,63.9
2023-08-27,22.18,0.0,0.0,0.0,12.56,28.6,5.39,67.44
2023-08-28,20.91,0.0,0.0,0.0,14.48,26.0,5.09,73.01
2023-08-29,22.12,0.0,0.0,0.0,12.47,29.38,4.67,68.55
2023-08-30,24.43,0.0,0.0,0.0,13.56,31.95,4.32,60.36
2023-08-31,22.91,0.0,0.0,0.0,14.42,29.87,5.48,60.6
2023-09-01,21.08,5.08,0.0,5.08,13.36,26.84,4.33,66.48
2023-09-02,20.33,0.03,0.0,0.03,15.07,25.57,5.58,74.29
2023-09-03,18.08,1.65,0.0,1.65,14.35,21.78,5.63,76.46
2023-09-04,17.26,0.23,0.0,0.23,14.06,20.88,4.75,78.04
2023-09-05,20.03,0.18,0.0,0.18,13.3,26.94,5.89,77.92
2023-09-06,20.26,0.08,0.0,0.08,16.21,23.99,5.73,79.39
2023-09-07,20.37,0.0,0.0,0.0,15.51,25.23,6.73,75.93
2023-09-08,17.98,0.0,0.0,0.0,14.94,21.02,5.97,75.89
2023-09-09,17.85,0.0,0.0,0.0,11.18,22.83,6.53,69.65
2023-09-10,16.89,0.0,0.0,0.0,6.47,23.34,6.71,61.21
2023-09-11,16.31,0.0,0.0,0.0,8.53,22.52,5.99,70.12
2023-09-12,15.59,0.0,0.0,0.0,6.21,21.77,5.98,63.01
2023-09-13,16.74,0.0,0.0,0.0,6.43,24.39,4.76,62.27
2023-09-14,16.5,0.0,0.0,0.0,5.72,24.74,4.11,55.16
2023-09-15,17.31,0.0,0.0,0.0,5.39,25.67,4.08,60.31
2023-09-16,16.04,0.0,0.0,0.0,7.35,23.99,4.93,70.03
2023-09-17,17.41,0.0,0.0,0.0,8.46,23.06,5.89,71.55
2023-09-18,16.37,0.0,0.0,0.0,9.37,22.04,5.76,70.93
2023-09-19,14.3,0.0,0.0,0.0,7.06,22.68,4.65,69.61
2023-09-20,16.96,0.0,0.0,0.0,7.78,23.3,4.85,70.95
2023-09-21,17.37,0.0,0.0,0.0,9.67,23.99,4.86,71.63
2023-09-22,18.21,0.0,0.0,0.0,6.98,26.51,3.93,65.84
2023-09-23,19.85,0.0,0.0,0.0,7.32,27.19,3.77,56.41
2023-09-24,19.29,0.0,0.0,0.0,7.73,26.5,4.6,57.97
2023-09-25,19.17,0.0,0.0,0.0,8.29,26.24,5.25,68.66
2023-09-26,18.15,0.0,0.0,0.0,11.36,24.59,5.45,78.68
2023-09-27,18.26,0.6,0.0,0.6,10.97,25.96,5.1,77.22
2023-09-28,16.46,1.66,0.0,1.66,12.57,22.9,2.75,80.95
2023-09-29,16.63,2.16,0.0,2.16,12.0,22.14,3.78,82.34
2023-09-30,16.1,1.54,0.0,1.54,12.83,21.43,3.41,84.01
2023-10-01,14.58,13.74,0.0,13.74,12.23,19.93,3.75,88.4
2023-10-02,13.01,25.44,0.0,25.44,11.32,16.79,4.65,90.46
2023-10-03,13.07,6.68,0.0,6.68,9.05,17.04,4.7,77.86
2023-10-04,11.89,0.0,0.0,0.0,5.7,19.26,4.03,72.45
2023-10-05,11.44,0.0,0.0,0.0,5.45,20.18,3.97,75.99
2023-10-06,13.82,0.0,0.0,0.0,6.18,21.13,3.9,77.21
2023-10-07,14.29,0.0,0.0,0.0,7.96,20.49,4.36,76.14
2023-10-08,15.24,0.0,0.0,0.0,7.02,22.84,4.7,72.07
2023-10-09,10.81,4.85,0.0,4.85,7.34,13.53,6.05,78.92
2023-10-10,11.16,1.86,0.0,1.86,5.35,16.15,4.41,71.48
2023-10-11,11.2,0.54,0.0,0.54,7.74,15.47,4.89,78.72
2023-10-12,10.73,0.0,0.0,0.0,4.94,19.02,3.85,77.27
2023-10-13,12.36,0.0,0.0,0.0,4.17,21.23,3.37,78.42
2023-10-14,12.92,0.0,0.0,0.0,4.67,20.52,2.84,77.62
2023-10-15,13.18,0.0,0.0,0.0,3.66,20.48,3.14,76.76
2023-10-16,10.88,3.2,0.0,3.2,4.97,17.7,6.77,80.53
2023-10-17,9.81,0.29,0.0,0.29,6.73,13.81,4.98,76.39
2023-10-18,9.64,5.66,0.0,5.66,8.18,11.12,4.36,90.0
2023-10-19,12.45,1.23,0.0,1.23,6.66,17.49,4.08,77.22
2023-10-20,14.79,0.0,0.0,0.0,3.83,22.47,3.78,67.09
2023-10-21,17.7,0.0,0.0,0.0,6.67,26.03,4.49,58.67
2023-10-22,17.25,0.0,0.0,0.0,6.9,26.19,3.33,61.67
2023-10-23,16.37,0.0,0.0,0.0,6.5,25.25,3.06,64.35
2023-10-24,15.33,0.0,0.0,0.0,6.55,22.87,2.96,70.42
2023-10-25,15.54,0.0,0.0,0.0,6.05,22.13,3.39,66.11
2023-10-26,15.48,0.25,0.0,0.25,9.86,19.46,3.86,60.36
