,Erfelek Tatlıca Şelaleleri - Sinop_temp,Erfelek Tatlıca Şelaleleri - Sinop_prcp,Erfelek Tatlıca Şelaleleri - Sinop_snow,Erfelek Tatlıca Şelaleleri - Sinop_rain,Erfelek Tatlıca Şelaleleri - Sinop_tmin,Erfelek Tatlıca Şelaleleri - Sinop_tmax,Erfelek Tatlıca Şelaleleri - Sinop_wspd,Erfelek Tatlıca Şelaleleri - Sinop_rhum
2025-09-26,14.21,3.55,0.0,3.55,11.6,16.73,18.32,76.17
2025-09-27,12.11,0.0,0.0,0.0,8.24,16.27,12.93,66.8
2025-09-28,12.74,0.0,0.0,0.0,7.12,17.67,10.04,68.25
2025-09-29,13.24,18.95,0.0,18.95,11.46,15.06,10.9,90.78
2025-09-30,13.57,7.6,0.0,7.6,11.41,17.1,14.09,87.01
2025-10-01,13.17,3.51,0.0,3.51,8.65,18.05,8.61,82.65
2025-10-02,14.06,0.56,0.0,0.56,10.72,18.26,11.75,79.79
2025-10-03,15.8,0.0,0.0,0.0,11.81,20.09,19.14,77.44
2025-10-04,16.19,0.98,0.0,0.98,12.09,19.42,14.36,77.63
2025-10-05,15.14,0.32,0.0,0.32,12.6,19.19,10.07,82.44
2025-10-06,15.84,0.0,0.0,0.0,11.34,19.49,16.15,78.0
2025-10-07,16.24,0.0,0.0,0.0,13.61,20.38,20.45,84.45
2025-10-08,15.56,11.41,0.0,11.41,12.59,19.63,12.32,86.67
2025-10-09,13.47,4.55,0.0,4.55,11.23,16.78,13.73,83.88
2025-10-10,12.85,2.08,0.0,2.08,10.57,16.46,21.64,78.83
2025-10-11,11.81,11.29,0.0,11.29,8.35,17.33,15.78,80.94
2025-10-12,10.03,12.15,0.0,12.15,8.12,13.04,23.11,83.52
2025-10-13,11.6,5.63,0.0,5.63,9.09,15.05,14.88,82.17
2025-10-14,12.23,1.57,0.0,1.57,9.31,17.09,8.02,85.18
2025-10-15,11.68,5.99,0.0,5.99,9.36,16.49,8.25,88.68
2025-10-16,11.47,9.27,0.0,9.27,10.01,13.55,13.54,82.11
2025-10-17,13.38,0.26,0.0,0.26,10.76,16.35,21.02,78.8
2025-10-18,13.85,0.03,0.0,0.03,10.04,17.67,13.16,86.8
2025-10-19,12.87,12.55,0.0,12.55,10.63,16.35,15.91,91.01
2025-10-20,10.71,1.27,0.0,1.27,8.21,13.87,15.01,74.05
2025-10-21,10.66,0.05,0.0,0.05,6.42,15.71,12.08,77.31
2025-10-22,12.48,0.09,0.0,0.09,7.91,16.9,12.14,79.49
2025-10-23,13.45,2.93,0.0,2.93,9.65,17.54,9.06,87.64
2025-10-24,15.8,0.12,0.0,0.12,11.76,23.05,9.43,78.16
2025-10-25,13.96,11.88,0.0,11.88,11.5,16.26,10.1,83.96
2025-10-26,13.2,1.6,0.0,1.6,10.54,16.91,12.74,82.75
2025-10-27,17.18,0.07,0.0,0.07,12.01,23.16,17.55,67.77
2025-10-28,13.61,16.44,0.0,16.44,10.38,17.23,13.79,85.68
2025-10-29,11.68,14.19,0.0,14.19,8.97,15.63,16.97,79.09
2025-10-30,11.34,0.0,0.0,0.0,6.63,16.25,15.63,74.0
2025-10-31,12.54,0.0,0.0,0.0,6.46,18.51,13.86,69.41
2025-11-01,11.89,0.0,0.0,0.0,7.93,16.59,13.11,76.15
2025-11-02,11.03,0.0,0.0,0.0,5.44,15.95,15.27,82.57
2025-11-03,12.41,0.0,0.0,0.0,8.62,16.28,19.62,82.62
2025-11-04,12.43,0.0,0.0,0.0,8.68,16.81,7.93,82.92
2025-11-05,12.47,0.24,0.0,0.24,9.75,15.78,9.83,87.03
2025-11-06,13.03,0.0,0.0,0.0,11.61,15.51,17.81,86.34
2025-11-07,13.21,0.0,0.0,0.0,11.68,16.18,16.6,90.66
2025-11-08,13.23,0.0,0.0,0.0,11.25,16.31,10.49,90.32
2025-11-09,12.67,0.0,0.0,0.0,8.76,16.78,10.71,89.8
2025-11-10,12.81,0.0,0.0,0.0,8.72,16.36,14.72,89.51
2025-11-11,13.09,0.0,0.0,0.0,9.83,18.38,11.05,79.63
2025-11-12,11.79,6.95,0.0,6.95,9.84,14.56,15.09,87.49
2025-11-13,9.2,1.11,0.0,1.11,6.67,10.72,10.82,86.07
2025-11-14,7.77,8.05,0.0,8.05,5.5,11.52,12.53,86.31
2025-11-15,8.66,2.47,0.0,2.47,6.25,11.63,16.81,84.77
2025-11-16,8.76,0.0,0.0,0.0,4.49,14.26,10.97,80.04
2025-11-17,11.43,0.0,0.0,0.0,4.14,19.56,12.53,65.37
2025-11-18,14.63,0.0,0.0,0.0,10.62,21.92,13.8,47.22
2025-11-19,13.41,0.0,0.0,0.0,8.45,21.04,10.53,62.07
2025-11-20,11.52,0.0,0.0,0.0,7.65,16.56,8.76,75.74
2025-11-21,13.48,0.0,0.0,0.0,7.92,20.78,10.82,60.46
2025-11-22,14.74,0.0,0.0,0.0,10.43,21.11,11.09,55.53
2025-11-23,16.6,0.0,0.0,0.0,10.86,23.46,11.58,52.75
2025-11-24,12.5,1.9,0.0,1.9,9.89,16.41,17.09,81.41
2025-11-25,11.42,0.0,0.0,0.0,8.94,14.77,14.52,87.32
2025-11-26,10.85,0.0,0.0,0.0,7.03,17.86,8.98,78.65
2025-11-27,11.67,0.0,0.0,0.0,7.45,18.88,10.26,69.15
2025-11-28,11.08,0.0,0.0,0.0,6.85,17.53,8.34,72.34
2025-11-29,12.56,0.0,0.0,0.0,8.69,18.44,13.48,60.17
2025-11-30,10.79,3.95,0.0,3.95,8.39,13.56,12.82,80.34
2025-12-01,8.71,9.53,0.0,9.53,6.97,10.6,15.49,86.89
2025-12-02,8.52,0.14,0.0,0.14,5.96,12.02,10.24,82.49
2025-12-03,9.15,0.0,0.0,0.0,5.7,13.24,14.5,75.23
2025-12-04,9.64,0.0,0.0,0.0,7.33,13.22,17.65,73.37
2025-12-05,10.24,0.0,0.0,0.0,7.79,13.19,18.63,76.55
2025-12-06,12.6,0.6,0.0,0.6,9.31,17.03,15.17,71.39
2025-12-07,11.89,0.0,0.0,0.0,7.96,15.5,12.79,74.53
2025-12-08,9.97,1.67,0.0,1.67,7.7,13.17,13.64,85.29
2025-12-09,8.98,4.41,0.0,4.41,6.98,11.21,18.15,87.38
2025-12-10,7.39,6.9,0.0,6.9,5.61,9.8,13.51,91.54
2025-12-11,6.75,12.81,0.0,12.81,5.27,8.34,8.84,91.54
2025-12-12,7.09,8.91,0.0,8.91,3.36,10.08,14.2,82.35
2025-12-13,7.13,19.61,0.0,19.61,5.5,8.75,23.15,88.94
2025-12-14,6.08,1.73,0.0,1.73,4.53,9.16,10.05,85.63
2025-12-15,5.62,11.03,0.0,11.03,4.04,7.68,24.64,83.92
2025-12-16,5.29,21.63,0.0,21.63,3.19,7.52,21.39,89.01
2025-12-17,4.49,0.0,0.0,0.0,0.67,10.46,10.36,81.77
2025-12-18,4.88,0.0,0.0,0.0,-0.7,11.23,11.33,73.61
2025-12-19,5.35,0.0,0.0,0.0,2.0,10.84,8.66,79.01
2025-12-20,6.57,0.0,0.0,0.0,3.22,11.2,12.69,77.03
2025-12-21,7.02,0.0,0.0,0.0,3.37,9.96,12.73,81.17
2025-12-22,7.63,1.37,0.0,1.37,5.68,10.83,10.46,86.4
2025-12-23,7.63,10.09,0.0,10.09,6.31,9.39,17.54,93.29
2025-12-24,6.82,4.23,0.0,4.23,5.23,9.01,15.85,83.06
2025-12-25,4.36,1.11,0.0,1.11,3.25,5.82,18.26,83.16
2025-12-26,3.52,2.18,0.0,2.18,2.57,4.25,13.91,80.75
2025-12-27,0.6,21.45,21.45,0.0,-0.87,2.34,20.62,91.04
2025-12-28,1.5,15.69,15.69,0.0,-0.98,5.45,24.84,83.33
2025-12-29,0.59,25.59,25.59,0.0,-1.15,1.87,35.72,84.07
2025-12-30,3.99,2.5,0.0,2.5,-0.35,9.76,20.62,61.06
2025-12-31,0.06,20.46,20.46,0.0,-2.33,3.18,20.4,92.95
2026-01-01,-2.45,10.6,10.6,0.0,-3.88,-1.23,17.41,89.65
